Gare d'entrée	Gare de sortie	Distance	Catégorie 1	Catégorie 2	Catégorie 3	Catégorie 4	Catégorie 5
ALLAINES	FORGES	179,97	27,40	40,80	66,70	87,30	14,00
ALLAINES	GANNAT	295,37	29,00	45,80	71,40	96,20	17,70
ALLAINES	GENDREY	384,00	44,60	68,30	110,50	147,80	24,90
ALLAINES	GERZAT-VILLE	316,22	30,60	48,60	75,40	100,10	18,80
ALLAINES	GROISSIAT	491,87	55,60	85,40	136,80	183,40	31,60
ALLAINES	GYE	426,33	47,20	71,20	114,00	153,10	25,70
ALLAINES	JOIGNY	134,82	24,00	35,80	58,90	76,10	12,20
ALLAINES	L ISLE-S/LE-DOUBS	460,42	51,10	78,10	125,40	168,00	28,60
ALLAINES	LA BOISSE	512,45	56,60	86,90	138,70	186,10	32,20
ALLAINES	LA BOISSE - MONTLUEL	490,92	54,40	83,10	130,40	174,50	30,80
ALLAINES	LA COTIERE	496,88	55,10	84,10	134,30	178,50	31,30
ALLAINES	LA CROIX-CHALON	477,27	53,90	82,90	132,80	178,20	30,60
ALLAINES	LANGRES NORD	317,82	37,60	56,40	90,50	121,10	20,30
ALLAINES	LANGRES SUD	324,47	38,30	57,70	93,00	123,60	20,90
ALLAINES	LE MIROIR	433,66	48,90	74,70	120,70	160,90	27,30
ALLAINES	LES EPRUNES	220,84	30,60	46,70	76,10	100,60	16,60
ALLAINES	MACON NORD	387,92	45,60	69,70	111,10	148,30	25,20
ALLAINES	MACON SUD	398,25	46,50	71,10	113,30	151,30	25,70
ALLAINES	MAGNANT	240,65	32,60	49,00	79,40	105,50	17,30
ALLAINES	MAROLLES-SUR-SEINE	172,45	27,40	40,80	66,70	87,30	14,00
ALLAINES	MONTIGNY-LE-ROI	337,92	39,20	58,80	95,20	127,30	21,30
ALLAINES	MONTLUCON	240,68	24,30	39,10	60,30	80,50	15,00
ALLAINES	MONTMARAULT	253,28	25,60	41,00	64,40	86,00	15,70
ALLAINES	MONTMARAULT EST	256,76	25,60	41,00	64,40	86,00	15,70
ALLAINES	NEMOURS	156,36	25,80	38,70	63,70	81,90	13,30
ALLAINES	NITRY	197,12	28,60	43,10	70,30	92,70	15,00
ALLAINES	NUITS-ST-GEORGES	326,22	40,10	61,20	99,00	131,30	22,00
ALLAINES	PEROUGES	480,07	52,90	81,10	129,30	172,80	29,80
ALLAINES	PONT D AIN	455,25	50,60	77,90	125,30	167,20	28,70
ALLAINES	POUILLY-EN-AUXOIS	271,42	35,60	54,20	87,60	116,90	19,10
ALLAINES	REPLONGES	398,77	45,70	70,40	112,90	151,00	25,60
ALLAINES	RIOM	310,20	30,40	48,50	75,10	99,90	18,60
ALLAINES	ROBECOURT	359,88	40,70	62,00	99,60	133,20	22,30
ALLAINES	SAINT GENIS	488,44	49,80	76,40	120,50	160,80	27,80
ALLAINES	SAINT MAURICE	500,42	55,30	84,70	136,80	184,10	31,40
ALLAINES	SAINT THIBAULT	214,42	30,10	45,40	74,60	98,30	16,20
ALLAINES	SEURRE	337,72	41,30	63,10	101,00	134,70	22,60
ALLAINES	SOIRANS	365,47	42,80	65,80	105,60	139,50	23,90
ALLAINES	ST AMAND-MONTROND	186,55	19,90	32,10	49,50	65,10	12,30
ALLAINES	ST MARTIN-DU-FRESNE	471,98	53,70	82,80	131,30	176,60	30,60
ALLAINES	ST-DENIS-LES-SENS	142,56	24,60	37,00	60,50	78,00	12,60
ALLAINES	ST-GERMAIN-LAXIS	204,50	29,60	44,70	72,60	95,30	15,80
ALLAINES	SYLANS	481,55	54,30	83,70	132,90	178,60	30,90
ALLAINES	THENNELIERES	226,52	31,30	47,30	76,00	100,20	16,90
ALLAINES	TIL CHATEL	354,52	40,60	60,90	99,40	132,90	22,10
ALLAINES	TORVILLIERS	198,34	29,60	44,70	72,90	95,60	15,80
ALLAINES	TOURNUS	362,42	43,00	65,70	105,40	139,80	23,80
ALLAINES	URY	168,19	26,60	39,70	65,00	83,90	13,80
ALLAINES	VAL DE SAONE	508,79	52,30	78,60	127,30	170,40	29,00
ALLAINES	VILLE SOUS LAFERTE	268,32	34,00	51,50	84,20	111,20	18,20
ALLAINES	VILLEFRANCHE-LIMAS	464,22	52,60	80,10	127,80	171,10	29,20
ALLAINES	VILLEFRANCHE-NORD	428,47	48,90	74,10	120,20	160,30	27,40
ALLAINES	VILLEFRANCHE-VILLE	433,77	49,40	75,60	120,90	161,30	27,70
ALLAINES	VILLENEUVE-DONDAGRE	129,55	23,50	35,20	57,90	74,90	12,00
ALLAINES	VIRIAT	430,44	48,30	73,80	117,90	158,10	27,50
ALLAINES	VULAINES	171,30	27,60	40,80	66,70	87,20	14,10
ALLAINVILLE	AMBERIEU	491,21	54,70	83,90	135,90	178,40	30,70
ALLAINVILLE	ARLAY	431,72	49,50	76,30	125,60	163,30	27,30
ALLAINVILLE	AUXERRE NORD	189,22	29,40	44,60	74,60	93,60	15,20
ALLAINVILLE	AUXERRE SUD	200,92	29,40	44,60	74,60	93,60	15,20
ALLAINVILLE	AVALLON	245,02	33,00	50,60	84,50	107,80	17,90
ALLAINVILLE	BALAN	515,24	55,60	85,70	138,40	181,40	31,30
ALLAINVILLE	BAUME-LES-DAMES	471,72	52,30	80,70	131,30	172,40	29,40
ALLAINVILLE	BEAUNE NORD	336,67	40,80	62,80	103,30	132,80	22,40
ALLAINVILLE	BEAUNE SUD	342,42	42,00	64,30	105,70	136,50	23,00
ALLAINVILLE	BEAUPONT	475,42	52,50	81,10	132,70	173,70	29,60
ALLAINVILLE	BEAUREPAIRE	447,12	50,60	78,00	127,50	167,30	28,00
ALLAINVILLE	BELLEVILLE S/SAONE	448,12	50,70	77,90	126,20	165,10	28,00
ALLAINVILLE	BERSAILLIN	427,13	49,30	75,10	124,20	161,80	27,20
ALLAINVILLE	BESANCON EST	452,64	49,70	77,40	126,40	165,80	27,80
ALLAINVILLE	BESANCON NORD	438,02	49,70	76,30	124,90	163,10	27,40
ALLAINVILLE	BESANCON OUEST	428,62	49,70	75,90	124,40	162,10	27,30
ALLAINVILLE	BEYNOST	529,40	57,90	89,40	144,00	189,60	32,90
ALLAINVILLE	BIERRE-LES-SEMUR	270,92	35,00	53,00	88,60	113,50	18,80
ALLAINVILLE	BOURG NORD	449,01	50,90	78,30	126,40	165,80	28,40
ALLAINVILLE	BOURG SUD	469,44	52,00	80,40	130,20	170,40	29,60
ALLAINVILLE	BULGNEVILLE	402,47	44,90	68,60	111,80	146,20	24,40
ALLAINVILLE	CHALON NORD	364,52	44,30	68,00	110,20	143,20	24,20
ALLAINVILLE	CHALON SUD	370,72	44,30	68,00	110,20	143,20	24,20
ALLAINVILLE	CHATENOIS	412,62	45,20	69,30	113,30	147,90	25,00
ALLAINVILLE	CHATILLON-LABORDE	225,84	32,30	49,30	81,70	103,90	17,30
ALLAINVILLE	CHAUMONT-SEMOUTIERS	320,09	38,30	58,50	96,90	125,10	20,60
ALLAINVILLE	CHOISEY	393,83	46,30	71,10	116,40	151,60	25,50
ALLAINVILLE	CLERMONT-BARRIERE	363,18	37,40	58,40	91,70	123,70	22,20
ALLAINVILLE	COLOMBEY-LES-BELLES	441,32	47,80	72,90	119,20	156,70	26,10
ALLAINVILLE	COMBRONDE	325,96	32,80	51,30	80,20	107,50	19,50
ALLAINVILLE	COURTENAY	146,91	25,20	38,20	64,70	80,10	12,90
ALLAINVILLE	DIJON SUD	372,32	44,50	68,40	111,40	144,70	24,30
ALLAINVILLE	DIJON-ARC S/TILLE	387,48	45,90	70,60	115,00	149,40	25,30
ALLAINVILLE	DIJON-CRIMOLOIS	419,82	45,10	69,00	113,80	147,00	25,00
ALLAINVILLE	DOLE	396,02	46,30	71,10	116,40	151,60	25,50
ALLAINVILLE	FEILLENS	424,10	48,40	75,00	122,00	159,60	27,10
ALLAINVILLE	FLEURY-EN-BIERE	213,34	30,80	47,20	78,20	98,50	16,20
ALLAINVILLE	FONTAINEBLEAU	187,91	28,50	43,30	72,80	90,50	14,80
ALLAINVILLE	FORET DE TRONCAIS	244,35	25,60	41,10	63,20	83,80	15,70
ALLAINVILLE	FORGES	208,57	30,10	45,40	75,80	95,90	15,50
ALLAINVILLE	GANNAT	323,97	32,50	51,20	79,20	106,90	19,50
ALLAINVILLE	GENDREY	412,60	47,30	72,90	119,60	156,40	26,40
ALLAINVILLE	GERZAT-VILLE	344,82	34,10	54,00	83,20	110,80	20,60
ALLAINVILLE	GROISSIAT	520,47	58,30	90,00	145,90	192,00	33,10
ALLAINVILLE	GYE	454,93	49,90	75,80	123,10	161,70	27,20
ALLAINVILLE	JOIGNY	163,42	26,70	40,40	68,00	84,70	13,70
ALLAINVILLE	L ISLE-S/LE-DOUBS	489,02	53,80	82,70	134,50	176,60	30,10
ALLAINVILLE	LA BOISSE	541,05	59,30	91,50	147,80	194,70	33,70
ALLAINVILLE	LA BOISSE - MONTLUEL	519,52	57,10	87,70	139,50	183,10	32,30
ALLAINVILLE	LA COTIERE	525,48	57,80	88,70	143,40	187,10	32,80
ALLAINVILLE	LA CROIX-CHALON	505,87	56,60	87,50	141,90	186,80	32,10
ALLAINVILLE	LANGRES NORD	346,42	40,30	61,00	99,60	129,70	21,80
ALLAINVILLE	LANGRES SUD	353,07	41,00	62,30	102,10	132,20	22,40
ALLAINVILLE	LE MIROIR	462,26	51,60	79,30	129,80	169,50	28,80
ALLAINVILLE	LES EPRUNES	249,44	33,30	51,30	85,20	109,20	18,10
ALLAINVILLE	MACON NORD	416,52	48,30	74,30	120,20	156,90	26,70
ALLAINVILLE	MACON SUD	426,85	49,20	75,70	122,40	159,90	27,20
ALLAINVILLE	MAGNANT	269,25	35,30	53,60	88,50	114,10	18,80
ALLAINVILLE	MAROLLES-SUR-SEINE	201,05	30,10	45,40	75,80	95,90	15,50
ALLAINVILLE	MONTIGNY-LE-ROI	366,52	41,90	63,40	104,30	135,90	22,80
ALLAINVILLE	MONTLUCON	269,28	27,80	44,50	68,10	91,20	16,80
ALLAINVILLE	MONTMARAULT	281,88	29,10	46,40	72,20	96,70	17,50
ALLAINVILLE	MONTMARAULT EST	285,36	29,10	46,40	72,20	96,70	17,50
ALLAINVILLE	NEMOURS	184,96	28,50	43,30	72,80	90,50	14,80
ALLAINVILLE	NITRY	225,72	31,30	47,70	79,40	101,30	16,50
ALLAINVILLE	NUITS-ST-GEORGES	354,82	42,80	65,80	108,10	139,90	23,50
ALLAINVILLE	PEROUGES	508,67	55,60	85,70	138,40	181,40	31,30
ALLAINVILLE	PONT D AIN	483,85	53,30	82,50	134,40	175,80	30,20
ALLAINVILLE	POUILLY-EN-AUXOIS	300,02	38,30	58,80	96,70	125,50	20,60
ALLAINVILLE	REPLONGES	427,37	48,40	75,00	122,00	159,60	27,10
ALLAINVILLE	RIOM	338,80	33,90	53,90	82,90	110,60	20,40
ALLAINVILLE	ROBECOURT	388,48	43,40	66,60	108,70	141,80	23,80
ALLAINVILLE	SAINT GENIS	517,04	52,50	81,00	129,60	169,40	29,30
ALLAINVILLE	SAINT MAURICE	529,02	58,00	89,30	145,90	192,70	32,90
ALLAINVILLE	SAINT THIBAULT	243,02	32,80	50,00	83,70	106,90	17,70
ALLAINVILLE	SEURRE	366,32	44,00	67,70	110,10	143,30	24,10
ALLAINVILLE	SOIRANS	394,07	45,50	70,40	114,70	148,10	25,40
ALLAINVILLE	ST AMAND-MONTROND	215,15	23,40	37,50	57,30	75,80	14,10
ALLAINVILLE	ST MARTIN-DU-FRESNE	500,58	56,40	87,40	140,40	185,20	32,10
ALLAINVILLE	ST-DENIS-LES-SENS	171,16	27,30	41,60	69,60	86,60	14,10
ALLAINVILLE	ST-GERMAIN-LAXIS	233,10	32,30	49,30	81,70	103,90	17,30
ALLAINVILLE	SYLANS	510,15	57,00	88,30	142,00	187,20	32,40
ALLAINVILLE	THENNELIERES	255,12	34,00	51,90	85,10	108,80	18,40
ALLAINVILLE	TIL CHATEL	383,12	43,30	65,50	108,50	141,50	23,60
ALLAINVILLE	TORVILLIERS	226,94	32,30	49,30	82,00	104,20	17,30
ALLAINVILLE	TOURNUS	391,02	45,70	70,30	114,50	148,40	25,30
ALLAINVILLE	URY	196,79	29,30	44,30	74,10	92,50	15,30
ALLAINVILLE	VAL DE SAONE	537,39	55,00	83,20	136,40	179,00	30,50
ALLAINVILLE	VILLE SOUS LAFERTE	296,92	36,70	56,10	93,30	119,80	19,70
ALLAINVILLE	VILLEFRANCHE-LIMAS	492,82	55,30	84,70	136,90	179,70	30,70
ALLAINVILLE	VILLEFRANCHE-NORD	457,07	51,60	78,70	129,30	168,90	28,90
ALLAINVILLE	VILLEFRANCHE-VILLE	462,37	52,10	80,20	130,00	169,90	29,20
ALLAINVILLE	VILLENEUVE-DONDAGRE	158,15	26,20	39,80	67,00	83,50	13,50
ALLAINVILLE	VIRIAT	459,04	51,00	78,40	127,00	166,70	29,00
ALLAINVILLE	VULAINES	199,90	30,30	45,40	75,80	95,80	15,60
AMBERIEU	ALLAINES	462,61	52,00	79,30	126,80	169,80	29,20
AMBERIEU	ALLAINVILLE	491,21	54,70	83,90	135,90	178,40	30,70
AMBERIEU	AMBOISE CH.RENAULT	539,81	60,70	92,50	147,10	196,80	34,50
AMBERIEU	ARLAY	101,49	9,70	15,00	23,70	31,90	5,80
AMBERIEU	ARTENAY	449,21	50,90	77,50	124,50	166,70	28,40
AMBERIEU	AUXERRE NORD	301,99	25,70	40,00	62,10	84,20	15,60
AMBERIEU	AUXERRE SUD	290,29	25,70	40,00	62,10	84,20	15,60
AMBERIEU	AUXY	393,11	38,00	58,60	93,40	125,10	22,20
AMBERIEU	AVALLON	246,19	20,70	32,80	50,80	68,70	12,30
AMBERIEU	BALAN	24,03	1,60	2,80	4,00	5,70	0,90
AMBERIEU	BAUME-LES-DAMES	231,69	19,90	31,00	48,80	67,70	11,70
AMBERIEU	BEAUMONT	585,85	52,00	77,60	128,30	174,10	31,10
AMBERIEU	BEAUNE NORD	154,54	12,90	20,80	31,90	43,50	7,80
AMBERIEU	BEAUNE SUD	148,79	12,30	20,00	30,80	42,10	7,40
AMBERIEU	BEAUPONT	57,79	5,80	9,20	13,50	18,60	3,40
AMBERIEU	BEAUREPAIRE	86,09	8,00	12,50	20,00	26,90	5,00
AMBERIEU	BELLEGARDE	57,41	7,60	12,00	19,00	26,10	4,50
AMBERIEU	BERSAILLIN	115,49	10,50	16,60	25,40	34,90	6,30
AMBERIEU	BESANCON EST	212,61	17,90	28,10	44,00	60,50	10,60
AMBERIEU	BESANCON NORD	197,99	17,90	27,70	43,50	60,40	10,50
AMBERIEU	BESANCON OUEST	188,59	17,50	27,20	42,40	58,70	10,30
AMBERIEU	BEYNOST	38,19	3,80	5,60	8,20	11,50	1,90
AMBERIEU	BIERRE-LES-SEMUR	220,29	18,10	29,00	44,30	60,80	10,90
AMBERIEU	BLERE	616,51	67,70	104,00	166,10	219,30	38,30
AMBERIEU	BLOIS	510,11	57,80	88,30	141,60	188,40	32,50
AMBERIEU	BOURG NORD	42,20	4,30	6,40	9,90	13,40	2,30
AMBERIEU	BOURG SUD	21,77	2,50	4,00	6,10	8,10	1,30
AMBERIEU	BOURGES (LIM.CONC.)	571,11	64,30	98,90	158,50	209,80	36,40
AMBERIEU	BULGNEVILLE	310,49	26,10	38,30	66,10	90,70	15,50
AMBERIEU	CHALON NORD	126,69	10,70	16,90	25,50	34,30	6,30
AMBERIEU	CHALON SUD	120,49	10,70	16,90	25,50	34,30	6,30
AMBERIEU	CHALONS LA VEUVE	441,05	38,90	58,30	99,50	135,00	23,60
AMBERIEU	CHALONS MOURMELON	449,45	38,90	58,60	99,90	137,70	23,90
AMBERIEU	CHARMONT (LIM.CONC)	362,55	31,90	47,50	80,90	112,70	19,30
AMBERIEU	CHATEAU-THIERRY	520,75	47,30	70,10	116,50	160,50	28,30
AMBERIEU	CHATENOIS	320,64	26,20	38,70	67,50	93,20	15,80
AMBERIEU	CHATILLON-LABORDE	424,40	35,80	56,70	88,00	120,70	21,70
AMBERIEU	CHAUMONT-SEMOUTIERS	267,77	23,70	33,60	59,50	81,10	14,10
AMBERIEU	CHEMERY	575,91	63,80	97,90	155,40	207,70	35,80
AMBERIEU	CHOISEY	139,38	13,30	20,70	32,00	43,80	7,80
AMBERIEU	CLERMONT EN ARGONNE	500,25	42,80	64,40	107,30	146,80	26,30
AMBERIEU	CLERMONT-BARRIERE	760,59	81,80	125,20	201,00	269,00	46,50
AMBERIEU	COLOMBEY-LES-BELLES	349,34	29,60	42,90	74,40	102,90	17,40
AMBERIEU	COMBRONDE	723,37	77,20	118,10	189,50	252,80	43,80
AMBERIEU	COURTENAY	344,72	30,10	47,00	72,00	98,40	18,10
AMBERIEU	DIJON SUD	183,29	14,70	24,50	37,70	51,40	9,50
AMBERIEU	DIJON-ARC S/TILLE	181,90	16,10	22,50	41,10	56,40	9,70
AMBERIEU	DIJON-CRIMOLOIS	179,79	16,00	24,20	39,20	53,00	9,60
AMBERIEU	DOLE	155,99	13,30	20,70	32,00	44,20	7,80
AMBERIEU	DORMANS	495,15	44,90	66,70	111,30	152,60	27,00
AMBERIEU	EGLETONS	844,12	90,00	138,40	217,90	293,60	51,60
AMBERIEU	ELOISE	66,11	8,90	14,20	22,10	30,60	5,40
AMBERIEU	ESCRENNES	416,21	41,60	64,30	104,30	138,20	24,10
AMBERIEU	ESVRES	630,31	69,00	106,30	169,80	223,50	39,10
AMBERIEU	FEILLENS	67,11	6,00	9,60	15,20	21,00	3,80
AMBERIEU	FLEURY-EN-BIERE	411,15	36,70	56,60	88,90	119,40	22,00
AMBERIEU	FONTAINEBLEAU	385,72	32,70	51,20	79,80	109,70	19,90
AMBERIEU	FONTENAY /LOING	370,71	34,80	52,70	82,40	112,10	20,30
AMBERIEU	FORET DE TRONCAIS	641,76	70,00	107,90	172,50	229,10	40,00
AMBERIEU	FORGES	407,13	33,60	52,70	82,30	113,40	20,30
AMBERIEU	FRESNES EN WOEVRE	540,55	47,10	71,10	118,10	160,90	28,70
AMBERIEU	GANNAT	721,38	76,90	118,00	188,50	252,20	43,80
AMBERIEU	GENDREY	172,57	15,00	22,90	35,60	50,10	8,60
AMBERIEU	GERZAT-VILLE	742,23	78,50	120,80	192,50	256,10	44,90
AMBERIEU	GONDREVILLE A77/N	377,91	36,10	55,20	86,00	115,70	20,80
AMBERIEU	GONDREVILLE A77/S	424,66	40,20	61,30	95,90	129,10	23,30
AMBERIEU	GROISSIAT	50,98	5,80	9,50	15,00	20,70	3,60
AMBERIEU	GYE	362,95	30,40	44,30	76,40	105,00	18,00
AMBERIEU	JARNY	563,05	48,60	73,80	120,70	162,70	29,80
AMBERIEU	JOIGNY	327,79	26,90	41,40	66,90	91,80	16,40
AMBERIEU	L ISLE-S/LE-DOUBS	248,99	21,50	33,90	52,60	72,70	12,70
AMBERIEU	LA BOISSE	49,84	5,20	7,20	12,40	17,20	3,10
AMBERIEU	LA BOISSE - MONTLUEL	28,31	3,10	4,40	6,80	9,50	1,40
AMBERIEU	LA COTIERE	34,27	3,50	5,40	8,00	11,30	1,70
AMBERIEU	LA CROIX-CHALON	36,38	4,40	6,90	10,80	14,90	2,60
AMBERIEU	LA FOLIE-B/PARIS	527,31	59,60	89,60	146,60	193,50	33,50
AMBERIEU	LAMOTTE-BEUVRON	499,41	56,50	86,10	138,00	184,30	31,90
AMBERIEU	LANGRES NORD	254,44	21,50	31,60	54,90	75,60	12,90
AMBERIEU	LANGRES SUD	234,79	20,30	29,40	50,90	70,00	12,10
AMBERIEU	LE MIROIR	70,95	6,70	10,20	15,70	21,80	3,90
AMBERIEU	LES EPRUNES	448,00	37,00	57,90	91,30	125,20	22,50
AMBERIEU	MACON CENTRE	69,84	6,00	9,60	15,20	21,00	3,80
AMBERIEU	MACON NORD	74,69	6,20	10,60	15,60	21,30	4,00
AMBERIEU	MAGNANT	318,61	27,20	40,20	68,60	93,80	16,70
AMBERIEU	MANZAT	735,12	78,50	121,00	192,40	256,50	44,90
AMBERIEU	MAROLLES-SUR-SEINE	399,61	33,60	52,70	82,30	113,40	20,30
AMBERIEU	MER	492,91	56,40	85,20	136,20	181,80	31,70
AMBERIEU	MEUNG SUR LOIRE	476,41	54,30	82,50	131,00	175,90	30,40
AMBERIEU	MONT CHOISY	421,25	36,90	55,60	94,80	130,20	22,60
AMBERIEU	MONTIGNY-LE-ROI	274,54	22,70	33,20	59,70	81,40	13,60
AMBERIEU	MONTLUCON	666,69	72,20	111,30	177,40	236,50	41,10
AMBERIEU	MONTMARAULT	679,29	73,50	113,20	181,50	242,00	41,80
AMBERIEU	MONTMARAULT EST	682,77	73,50	113,20	181,50	242,00	41,80
AMBERIEU	MONTREUIL (REIMS)	541,25	49,70	73,20	120,90	163,80	29,40
AMBERIEU	MONTREUIL AUX LIONS	567,55	51,70	76,30	125,80	171,40	30,80
AMBERIEU	NEMOURS	382,77	32,70	51,20	79,80	109,70	19,90
AMBERIEU	NITRY	265,49	22,00	34,80	53,90	73,80	13,40
AMBERIEU	NUITS-ST-GEORGES	165,79	13,70	22,10	34,00	46,40	8,40
AMBERIEU	OLIVET	467,11	53,10	80,90	129,50	172,30	29,90
AMBERIEU	ORLEANS-CENTRE	460,71	52,40	80,00	127,70	169,90	29,30
AMBERIEU	ORLEANS-NORD	454,71	51,60	78,60	125,70	168,20	28,90
AMBERIEU	PEROUGES	17,46	1,60	2,80	4,00	5,70	0,90
AMBERIEU	PONT D AIN	7,36	0,80	1,20	1,80	2,90	0,40
AMBERIEU	POUILLY-EN-AUXOIS	191,19	15,90	24,70	38,10	52,10	9,70
AMBERIEU	REIMS EST (TAISSY)	468,25	42,40	63,00	106,60	145,40	25,20
AMBERIEU	REIMS NORD (ORMES)	474,85	43,50	64,70	108,30	148,90	25,60
AMBERIEU	REIMS OUEST (THILLOIS)	481,45	44,00	65,40	108,90	149,80	26,20
AMBERIEU	REIMS SUD	467,25	42,20	62,50	105,60	144,20	25,10
AMBERIEU	REPLONGES	63,84	6,00	9,60	15,20	21,00	3,80
AMBERIEU	RIOM	736,21	78,30	120,70	192,20	255,90	44,70
AMBERIEU	ROBECOURT	296,50	23,10	35,20	63,00	85,90	14,40
AMBERIEU	SAINT GENIS	53,81	4,80	7,10	11,20	15,40	3,00
AMBERIEU	SAINT MAURICE	288,99	26,10	40,20	63,90	87,40	15,40
AMBERIEU	SAINT THIBAULT	344,84	30,10	44,90	76,10	105,80	18,20
AMBERIEU	SALBRIS	518,11	58,10	89,10	142,30	190,60	32,70
AMBERIEU	SAVIGNY /CLAIRIS	345,51	29,70	45,90	71,50	98,70	17,90
AMBERIEU	SEURRE	166,89	14,30	22,30	35,00	48,80	8,30
AMBERIEU	SOIRANS	158,19	14,30	22,60	35,10	48,30	8,80
AMBERIEU	SOMMESOUS	399,95	35,00	52,50	89,30	123,40	21,20
AMBERIEU	ST AMAND-MONTROND	612,56	67,80	104,30	166,60	221,10	38,40
AMBERIEU	ST ETIENNE AU TEMPLE	449,45	38,90	58,60	99,90	137,70	23,90
AMBERIEU	ST GERMAIN LES VERGNE	888,12	95,10	146,60	229,30	309,30	54,90
AMBERIEU	ST GIBRIEN	428,65	37,70	56,70	96,40	132,80	23,00
AMBERIEU	ST HILAIRE	349,71	30,50	47,30	74,00	101,70	18,30
AMBERIEU	ST JULIEN SANCY	778,12	82,80	127,90	202,70	270,30	47,60
AMBERIEU	ST MARTIN-DU-FRESNE	31,09	3,80	5,80	9,20	12,80	2,00
AMBERIEU	ST ROMAIN SUR CHER	587,11	64,70	99,50	158,00	211,60	36,40
AMBERIEU	ST-DENIS-LES-SENS	369,72	31,20	49,40	76,40	105,00	18,20
AMBERIEU	ST-GERMAIN-LAXIS	431,66	35,80	56,70	88,00	120,70	21,70
AMBERIEU	STE MENEHOULD	482,45	41,00	62,10	105,20	144,60	25,40
AMBERIEU	SYLANS	40,66	4,90	7,40	12,10	16,70	2,80
AMBERIEU	THENNELIERES	348,76	30,50	44,70	76,60	106,70	18,10
AMBERIEU	TIL CHATEL	204,74	17,90	25,40	44,40	61,50	10,50
AMBERIEU	TORVILLIERS	360,92	30,70	45,00	76,10	105,90	18,20
AMBERIEU	TOURNUS	100,19	8,60	13,70	20,50	28,30	5,20
AMBERIEU	TOURS-C/MONNAIE	568,01	64,90	98,40	156,00	208,80	36,80
AMBERIEU	TULLE EST	862,12	92,60	142,70	223,60	298,80	53,10
AMBERIEU	TULLE NORD	870,12	93,30	143,70	224,40	303,50	53,40
