Gare d'entrée	Gare de sortie	Distance	Catégorie 1	Catégorie 2	Catégorie 3	Catégorie 4	Catégorie 5
DIJON-ARC S/TILLE	VILLEFRANCHE-VILLE	169,61	14,1	21,9	33,7	46,1	8,3
DIJON-ARC S/TILLE	VILLENEUVE-DONDAGRE	247,81	18,1	27,9	43,7	60,8	10,8
DIJON-ARC S/TILLE	VIRIAT	149,73	12	16,7	31,4	43,3	7,3
DIJON-ARC S/TILLE	VIRY	260,69	26,5	39,6	69,2	93,3	16,1
DIJON-ARC S/TILLE	VOIE SACREE	331,55	27,8	43	66,9	92,3	17,1
DIJON-ARC S/TILLE	VULAINES	206,06	15,2	23,5	37,5	51,4	9,2
DIJON-ARC S/TILLE	VULCANIA BROMONT	651,39	69,4	105,9	168,6	224,2	39,2
DIJON-CRIMOLOIS	ALLAINES	391,22	40,6	60,4	98,5	130,4	22,3
DIJON-CRIMOLOIS	ALLAINVILLE	419,82	43,1	64,8	107,4	138,7	23,6
DIJON-CRIMOLOIS	AMBERIEU	179,79	15,4	23,4	37,8	51,2	9,3
DIJON-CRIMOLOIS	AMBOISE CH.RENAULT	468,42	49,2	73,6	118,9	157,5	27,5
DIJON-CRIMOLOIS	ARLAY	78,3	6,6	9,9	15,4	20,8	3,8
DIJON-CRIMOLOIS	ARTENAY	377,82	39,6	58,7	96,4	127,6	21,5
DIJON-CRIMOLOIS	AUXERRE NORD	230,6	15,8	24,4	38,5	53,4	9,7
DIJON-CRIMOLOIS	AUXERRE SUD	218,9	15,8	24,4	38,5	53,4	9,7
DIJON-CRIMOLOIS	AUXY	321,72	27,5	42	68,3	90,4	15,9
DIJON-CRIMOLOIS	AVALLON	174,8	11	17,1	27,2	37,5	6,7
DIJON-CRIMOLOIS	BALAN	203,82	16,2	25,1	40,8	56	9,9
DIJON-CRIMOLOIS	BAUME-LES-DAMES	118,3	9,3	14,5	23,1	32,2	5,7
DIJON-CRIMOLOIS	BEAUMONT	418,96	36,4	55,2	87,9	118	21,6
DIJON-CRIMOLOIS	BEAUNE NORD	83,15	3,7	5,4	9,2	12,6	2,2
DIJON-CRIMOLOIS	BEAUNE SUD	82	3,6	5,3	9,2	12,5	2,2
DIJON-CRIMOLOIS	BEAUPONT	122	9,3	14,2	21,9	30,7	5,5
DIJON-CRIMOLOIS	BEAUREPAIRE	93,7	7,3	11,2	17,8	24,7	4,4
DIJON-CRIMOLOIS	BELLEGARDE	215,48	21,2	32,7	53	72,9	12,7
DIJON-CRIMOLOIS	BELLEVILLE S/SAONE	187,7	11,7	18,2	29	40	7,1
DIJON-CRIMOLOIS	BERSAILLIN	73,5	5,8	9,1	14,2	19,7	3,7
DIJON-CRIMOLOIS	BESANCON EST	99,22	7,4	11,4	18,4	25,7	4,6
DIJON-CRIMOLOIS	BESANCON NORD	84,6	7,1	10,9	17,3	23,9	4,2
DIJON-CRIMOLOIS	BESANCON OUEST	75,2	6,5	10,2	16,5	22,5	4,2
DIJON-CRIMOLOIS	BEYNOST	217,98	18,6	28,8	46,4	63,3	11,2
DIJON-CRIMOLOIS	BIERRE-LES-SEMUR	148,9	8,4	13,2	21,4	29,7	5,4
DIJON-CRIMOLOIS	BLERE	545,12	56,4	85	138	179,6	31,1
DIJON-CRIMOLOIS	BLOIS	438,72	46,3	69,3	113,2	149	25,5
DIJON-CRIMOLOIS	BOURG NORD	152,01	11,9	19,6	29,2	40,5	7,4
DIJON-CRIMOLOIS	BOURG SUD	158,02	12,8	20	32,8	44,4	7,7
DIJON-CRIMOLOIS	BOURGES (LIM.CONC.)	499,72	52,7	79,8	129,9	170	29,4
DIJON-CRIMOLOIS	BULGNEVILLE	143,6	11	16,7	25,9	35,3	6,5
DIJON-CRIMOLOIS	CHALON NORD	104,1	5,7	8,8	13,7	18,7	3,7
DIJON-CRIMOLOIS	CHALON SUD	110,3	5,7	8,8	14	19,3	3,7
DIJON-CRIMOLOIS	CHALONS LA VEUVE	274,16	23,9	36,6	60	80	14,2
DIJON-CRIMOLOIS	CHALONS MOURMELON	282,56	23,9	36,8	60,3	82,6	14,6
DIJON-CRIMOLOIS	CHARMONT (LIM.CONC)	195,66	17,1	26,1	42	58,4	10,1
DIJON-CRIMOLOIS	CHATEAU-THIERRY	353,86	31,9	48	76,4	104,7	18,8
DIJON-CRIMOLOIS	CHATENOIS	153,75	11,1	17,1	27,2	37,4	6,8
DIJON-CRIMOLOIS	CHATILLON-LABORDE	294,95	21,9	34,1	55,2	75,4	13,3
DIJON-CRIMOLOIS	CHAUMONT-SEMOUTIERS	100,88	8,4	12,6	20,5	28,1	5,3
DIJON-CRIMOLOIS	CHEMERY	504,52	52,5	79,1	127,3	168,7	28,8
DIJON-CRIMOLOIS	CHOISEY	40,41	3,3	4,9	7,7	10,6	1,8
DIJON-CRIMOLOIS	CLERMONT EN ARGONNE	333,36	27,6	42,4	67,5	91,8	16,9
DIJON-CRIMOLOIS	CLERMONT-BARRIERE	689,2	69,5	105,3	170,7	226,3	39,1
DIJON-CRIMOLOIS	COLOMBEY-LES-BELLES	182,45	13,9	21,4	33,8	46,6	8,3
DIJON-CRIMOLOIS	COMBRONDE	651,98	65,2	98,3	160,2	211,6	36,7
DIJON-CRIMOLOIS	COURTENAY	273,33	19,9	30,8	48,1	66,1	12
DIJON-CRIMOLOIS	DIJON-ARC S/TILLE	15,01	1,2	1,7	2,9	3,9	0,7
DIJON-CRIMOLOIS	DOLE	42,6	3,5	4,9	7,7	10,7	1,8
DIJON-CRIMOLOIS	DORMANS	328,26	29,6	44,6	71,4	97,1	17,5
DIJON-CRIMOLOIS	EGLETONS	772,73	77,9	118,5	187,5	251,2	44,5
DIJON-CRIMOLOIS	ELOISE	224,18	22,4	34,8	56	77,2	13,6
DIJON-CRIMOLOIS	ESCRENNES	344,82	30,9	47,9	78,8	102,6	17,7
DIJON-CRIMOLOIS	ESVRES	558,92	57,7	87,1	141,4	184,4	31,9
DIJON-CRIMOLOIS	FEILLENS	163,68	9,9	15,6	25,1	34,6	6,3
DIJON-CRIMOLOIS	FLEURY-EN-BIERE	339,76	25,8	39,4	62,7	85,9	15,6
DIJON-CRIMOLOIS	FONTAINEBLEAU	314,33	22,6	34,7	55,5	76,7	13,6
DIJON-CRIMOLOIS	FONTENAY /LOING	299,32	24,3	36,5	57,5	77,5	14
DIJON-CRIMOLOIS	FORET DE TRONCAIS	570,37	58,2	88,5	143,5	188,7	32,9
DIJON-CRIMOLOIS	FORGES	277,68	20,6	31,9	51,4	70	12,2
DIJON-CRIMOLOIS	FRESNES EN WOEVRE	373,66	31,7	48,9	78	105,4	19,3
DIJON-CRIMOLOIS	GANNAT	649,99	65	98,2	159,3	211	36,6
DIJON-CRIMOLOIS	GENDREY	59,18	4,7	7,2	10,9	15,4	3
DIJON-CRIMOLOIS	GERZAT-VILLE	670,84	66,4	101	162,9	214,7	37,7
DIJON-CRIMOLOIS	GONDREVILLE A77/N	306,52	25,4	38,7	61,2	81	14,6
DIJON-CRIMOLOIS	GONDREVILLE A77/S	353,27	29,4	44,7	70,9	94,3	17
DIJON-CRIMOLOIS	GROISSIAT	209,05	18,5	28,8	43,6	64,8	11,2
DIJON-CRIMOLOIS	GYE	196,06	15,1	22,5	35,9	49,4	9
DIJON-CRIMOLOIS	JARNY	396,16	33,2	51,6	80,4	107,4	20,3
DIJON-CRIMOLOIS	JOIGNY	256,4	17,1	26,5	43,3	60,3	10,3
DIJON-CRIMOLOIS	L ISLE-S/LE-DOUBS	135,6	10,7	16,5	26,4	36,7	6,4
DIJON-CRIMOLOIS	LA BOISSE	229,63	20,2	30,9	49,9	66,8	12
DIJON-CRIMOLOIS	LA BOISSE - MONTLUEL	208,1	17,9	27,4	42,4	58,6	10,9
DIJON-CRIMOLOIS	LA COTIERE	214,06	18,3	28,2	45,7	62,9	11,1
DIJON-CRIMOLOIS	LA CROIX-CHALON	194,45	17	26,6	43,4	60,1	10,3
DIJON-CRIMOLOIS	LA FOLIE-B/PARIS	455,92	47,5	69,9	117,4	153	26,4
DIJON-CRIMOLOIS	LAMOTTE-BEUVRON	428,02	45,1	67,2	109,8	145,2	25
DIJON-CRIMOLOIS	LANGRES NORD	87,55	6,7	10,4	16,5	22,5	4,2
DIJON-CRIMOLOIS	LANGRES SUD	67,9	5,6	8	12,9	17,9	3,3
DIJON-CRIMOLOIS	LE MIROIR	108,84	8,4	13	19,7	27,3	5,1
DIJON-CRIMOLOIS	LES EPRUNES	318,55	24,9	38,1	60,3	83,1	15,1
DIJON-CRIMOLOIS	MACON CENTRE	178,8	9,9	14,6	24,5	34,7	6
DIJON-CRIMOLOIS	MACON NORD	156,1	9,5	15,2	23,2	32	5,9
DIJON-CRIMOLOIS	MACON SUD	166,43	10,3	16,1	25,5	35,2	6,4
DIJON-CRIMOLOIS	MAGNANT	151,72	11,5	18,6	29,6	41,1	7,4
DIJON-CRIMOLOIS	MANZAT	663,73	66,5	101,3	162,6	215,1	37,7
DIJON-CRIMOLOIS	MAROLLES-SUR-SEINE	270,16	20,6	31,9	51,4	70	12,2
DIJON-CRIMOLOIS	MER	421,52	45	66,3	108	142,7	24,8
DIJON-CRIMOLOIS	MEUNG SUR LOIRE	405,02	42,9	63,6	102,8	136,6	23,5
DIJON-CRIMOLOIS	MONT CHOISY	254,36	22	33,9	55,3	75,4	13,3
DIJON-CRIMOLOIS	MONTIGNY-LE-ROI	107,65	7,5	11,9	19,5	26,5	4,9
DIJON-CRIMOLOIS	MONTLUCON	595,3	60,5	91,7	148,3	195,8	34
DIJON-CRIMOLOIS	MONTMARAULT	607,9	61,8	93,7	152,4	201,2	34,7
DIJON-CRIMOLOIS	MONTREUIL (REIMS)	374,36	34,2	50,9	80,7	108,6	19,9
DIJON-CRIMOLOIS	MONTREUIL AUX LIONS	400,66	36,2	53,9	85,4	115,2	21,2
DIJON-CRIMOLOIS	NEMOURS	311,38	22,6	34,7	55,5	76,7	13,6
DIJON-CRIMOLOIS	NITRY	194,1	12,2	19,2	30,7	42,6	7,5
DIJON-CRIMOLOIS	OLIVET	395,72	41,8	62,1	101,4	133,2	23
DIJON-CRIMOLOIS	ORLEANS-CENTRE	389,32	41,1	61,2	99,6	130,8	22,4
DIJON-CRIMOLOIS	ORLEANS-NORD	383,32	40,3	59,8	97,6	129,1	22
DIJON-CRIMOLOIS	PEROUGES	197,25	16,2	25,1	40,8	56	9,9
DIJON-CRIMOLOIS	PONT D AIN	172,43	14,4	22,1	36,1	49,4	8,6
DIJON-CRIMOLOIS	POUILLY-EN-AUXOIS	119,8	6,2	9,4	15,1	21	4
DIJON-CRIMOLOIS	REIMS EST (TAISSY)	301,36	27,2	41	66,9	90,1	15,9
DIJON-CRIMOLOIS	REIMS NORD (ORMES)	307,96	28,2	42,7	68,6	93,5	16,3
DIJON-CRIMOLOIS	REIMS OUEST (THILLOIS)	314,56	28,8	43,4	69,2	94,7	16,8
DIJON-CRIMOLOIS	REIMS SUD	300,36	27	40,6	65,9	89,1	15,8
DIJON-CRIMOLOIS	REPLONGES	166,95	9,9	15,6	25,1	34,6	6,3
DIJON-CRIMOLOIS	RIOM	664,82	66,3	100,9	162,6	214,6	37,5
DIJON-CRIMOLOIS	ROBECOURT	129,61	9,3	14	22,8	31,4	5,6
DIJON-CRIMOLOIS	SAINT GENIS	163,62	12,7	20	31,6	43,5	7,8
DIJON-CRIMOLOIS	SAINT MAURICE	175,6	14,5	22,8	36,6	50,6	8,9
DIJON-CRIMOLOIS	SAINT THIBAULT	177,95	14,9	23,4	36,9	50,7	9,2
DIJON-CRIMOLOIS	SALBRIS	446,72	46,7	70,2	114,1	151,3	25,8
DIJON-CRIMOLOIS	SAVIGNY /CLAIRIS	274,12	19,3	29,8	47,5	64,9	11,8
DIJON-CRIMOLOIS	SEURRE	53,5	3,9	5,6	9,2	12,7	2,2
DIJON-CRIMOLOIS	SOIRANS	21,6	1,8	3,3	4,4	5,8	1
DIJON-CRIMOLOIS	SOMMESOUS	233,06	20,1	31	50,1	68,8	12
DIJON-CRIMOLOIS	ST AMAND-MONTROND	541,17	56,1	85	137,7	180,9	31,4
DIJON-CRIMOLOIS	ST ETIENNE AU TEMPLE	282,56	23,9	36,8	60,3	82,6	14,6
DIJON-CRIMOLOIS	ST GERMAIN LES VERGNE	816,73	82,7	126,5	199,7	267,8	47,5
DIJON-CRIMOLOIS	ST GIBRIEN	261,76	22,8	35	56,9	77,8	13,7
DIJON-CRIMOLOIS	ST HILAIRE	278,32	20,2	31,1	49,7	67,8	12,2
DIJON-CRIMOLOIS	ST JULIEN SANCY	706,73	70,7	108	172,6	228,5	40,4
DIJON-CRIMOLOIS	ST MARTIN-DU-FRESNE	189,16	16,7	26,1	42,4	58,4	10,1
DIJON-CRIMOLOIS	ST ROMAIN SUR CHER	515,72	53,4	80,7	129,9	172,6	29,3
DIJON-CRIMOLOIS	ST-DENIS-LES-SENS	249,81	18,7	28,7	45,3	63,3	11,2
DIJON-CRIMOLOIS	ST-GERMAIN-LAXIS	302,21	21,9	34,1	55,2	75,4	13,3
DIJON-CRIMOLOIS	STE MENEHOULD	315,56	25,9	40,2	65,5	89,3	16,1
DIJON-CRIMOLOIS	SYLANS	198,73	16,9	27,9	44,4	60,8	10,8
DIJON-CRIMOLOIS	THENNELIERES	181,87	15,2	23,2	37,2	51,4	9
DIJON-CRIMOLOIS	TIL CHATEL	37,85	3,2	4,6	7	9,4	1,6
DIJON-CRIMOLOIS	TORVILLIERS	194,03	15,5	23,5	37,2	50,8	9,3
DIJON-CRIMOLOIS	TOURNUS	130,6	7,1	10,9	17,4	24,3	4,5
DIJON-CRIMOLOIS	TOURS-C/MONNAIE	496,62	53,3	78,9	127,2	168,3	29,7
DIJON-CRIMOLOIS	TULLE EST	790,73	80	122,3	192,6	256,2	45,7
DIJON-CRIMOLOIS	TULLE NORD	798,73	80,6	123,3	193,4	260,6	46,1
DIJON-CRIMOLOIS	URY	323,21	22,6	34,7	55,5	77,1	13,6
DIJON-CRIMOLOIS	USSEL EST	730,73	73,3	112,3	178,4	237	41,7
DIJON-CRIMOLOIS	USSEL OUEST	747,73	75,4	115	182,6	243,1	42,8
DIJON-CRIMOLOIS	VAL DE SAONE	182,05	15,4	23,2	37,7	52	9,2
DIJON-CRIMOLOIS	VALLEE DE L'AUBE	208,76	18,2	27,9	44,8	62	10,8
DIJON-CRIMOLOIS	VATRY	237,36	20,6	31,5	50,2	70,1	12,1
DIJON-CRIMOLOIS	VEIGNE	577,72	59,1	89,9	145,8	189,7	32,7
DIJON-CRIMOLOIS	VERDUN	373,66	31,7	48,9	78	105,4	19,3
DIJON-CRIMOLOIS	VIERZON-EST	473,42	49,5	73,9	121,5	159,4	27,5
DIJON-CRIMOLOIS	VIERZON-NORD	467,72	48,7	73,2	120,6	158,7	26,9
DIJON-CRIMOLOIS	VILLE SOUS LAFERTE	124,05	9,9	15,5	23,9	33,3	6,1
DIJON-CRIMOLOIS	VILLEFRANCHE S/ CHER	483,22	50,6	76,3	123,1	162,8	27,8
DIJON-CRIMOLOIS	VILLEFRANCHE-LIMAS	232,4	15,8	24,7	38,7	53,8	9,7
DIJON-CRIMOLOIS	VILLEFRANCHE-NORD	196,65	12,7	19,3	31,9	43,8	7,7
DIJON-CRIMOLOIS	VILLEFRANCHE-VILLE	201,95	13,1	20,5	32,5	44,8	7,9
DIJON-CRIMOLOIS	VILLENEUVE-DONDAGRE	262,82	19,6	30,1	47,6	65,8	11,4
DIJON-CRIMOLOIS	VIRIAT	147,62	11,8	18,4	30,2	41,4	7,2
DIJON-CRIMOLOIS	VIRY	258,58	26,2	41,4	66,2	90,4	16
DIJON-CRIMOLOIS	VOIE SACREE	346,56	29,4	45,4	70,8	97,1	17,9
DIJON-CRIMOLOIS	VULAINES	221,07	16,8	25,8	41,4	56,3	10
DIJON-CRIMOLOIS	VULCANIA BROMONT	683,73	68,6	104,3	167,4	221,9	38,9
DOLE	ALLAINES	367,42	41,8	62,5	101,1	134,8	22,8
DOLE	ALLAINVILLE	396,02	44,3	66,9	110	143,1	24,1
DOLE	AMBERIEU	155,99	12,8	19,9	30,8	42,7	7,6
DOLE	AMBOISE CH.RENAULT	444,62	50,4	75,7	121,5	161,9	28
DOLE	ARLAY	54,5	3,3	5,1	7,6	10,4	1,8
DOLE	ARTENAY	354,02	40,8	60,8	99	132	22
DOLE	AUXERRE NORD	206,8	16,7	26,4	41,4	56,6	10,2
DOLE	AUXERRE SUD	195,1	16,7	26,4	41,4	56,6	10,2
DOLE	AUXY	297,92	28,7	44,1	70,9	94,8	16,4
DOLE	AVALLON	151	11,7	18,7	30	40,8	7,2
DOLE	BALAN	180,02	13,6	21,4	33,6	46,3	8,3
DOLE	BAUME-LES-DAMES	75,7	5,9	9,3	14,7	20,4	3,7
DOLE	BEAUMONT	448,66	39,1	59,5	94,7	127,9	23
DOLE	BEAUNE NORD	59,35	4,9	7,2	11,8	16,4	2,9
DOLE	BEAUNE SUD	58,2	4,6	7,1	11,8	16,3	2,9
DOLE	BEAUPONT	98,2	6,2	9,8	15,1	20,9	4
DOLE	BEAUREPAIRE	69,9	4,4	6,7	10,3	14,5	2,8
DOLE	BELLEGARDE	191,68	19	29,2	46	63,2	11,3
DOLE	BELLEVILLE S/SAONE	163,9	12,9	20,2	31,8	43,8	7,6
DOLE	BERSAILLIN	49,7	3	4,1	6,5	9	1,6
DOLE	BESANCON EST	56,62	4,6	6,8	11,3	15,7	2,8
DOLE	BESANCON NORD	42	3,8	5,8	9,1	12,5	2,1
DOLE	BESANCON OUEST	32,6	3,1	4,4	7,6	10,5	1,5
DOLE	BEYNOST	194,18	16,1	24,8	39,3	54	9,8
DOLE	BIERRE-LES-SEMUR	125,1	9,8	15,3	24	33	5,9
DOLE	BLERE	521,32	57,6	87,1	140,6	184	31,6
DOLE	BLOIS	414,92	47,5	71,4	115,8	153,4	26
DOLE	BOURG NORD	128,21	10	15,8	24,7	34	6,1
DOLE	BOURG SUD	134,22	10,3	16,2	25,9	35,9	6,4
DOLE	BOURGES (LIM.CONC.)	475,92	53,9	81,9	132,5	174,4	29,9
DOLE	BULGNEVILLE	173,3	13,6	21,2	32,6	45,2	7,8
DOLE	CHALON NORD	80,3	6,9	10,6	16,4	22,5	4,2
DOLE	CHALON SUD	86,5	6,9	10,6	16,6	23,1	4,2
DOLE	CHALONS LA VEUVE	303,86	26,6	40,9	66,8	89,9	15,6
DOLE	CHALONS MOURMELON	312,26	26,6	41,1	67,1	92,5	16
DOLE	CHARMONT (LIM.CONC)	225,36	19,8	30,4	48,8	68,3	11,5
DOLE	CHATEAU-THIERRY	383,56	34,6	52,3	83,2	114,6	20,2
DOLE	CHATENOIS	183,45	13,7	21,5	33,9	47,4	8,1
DOLE	CHATILLON-LABORDE	324,65	24,8	38,7	62	85,7	15
DOLE	CHAUMONT-SEMOUTIERS	130,58	11,2	16,9	27,2	37,6	6,7
DOLE	CHEMERY	480,72	53,7	81,2	129,9	173,1	29,3
DOLE	CHOISEY	16,61	1,3	2	3,2	4,1	0,8
DOLE	CLERMONT EN ARGONNE	363,06	30,3	46,7	74,3	101,7	18,3
DOLE	CLERMONT-BARRIERE	665,4	70,7	107,4	173,3	230,7	39,6
DOLE	COLOMBEY-LES-BELLES	212,15	16,6	25,8	40,8	57	9,9
DOLE	COMBRONDE	628,18	66,4	100,4	162,8	216	37,2
DOLE	COURTENAY	249,53	21,1	32,4	50,5	68,4	12,6
DOLE	DIJON-ARC S/TILLE	44,71	4	6,2	9,5	13,3	2,1
DOLE	DIJON-CRIMOLOIS	42,6	3,5	4,9	7,7	10,7	1,8
DOLE	DORMANS	357,96	32,3	48,9	78,2	107	18,9
DOLE	EGLETONS	748,93	79,1	120,6	190,1	255,6	45
DOLE	ELOISE	200,38	20,2	31,3	49	67,5	12,2
DOLE	ESCRENNES	321,02	32,1	50	81,4	107	18,2
DOLE	ESVRES	535,12	58,9	89,2	144	188,8	32,4
DOLE	FEILLENS	139,88	11,2	17,7	27,7	37,7	6,9
DOLE	FLEURY-EN-BIERE	315,96	27,5	42,4	66,8	90,1	16,3
DOLE	FONTAINEBLEAU	290,53	23,8	36,9	58,2	79,9	14,1
DOLE	FONTENAY /LOING	275,52	25,5	38,6	60,1	81,9	14,5
DOLE	FORET DE TRONCAIS	546,57	59,4	90,6	146,1	193,1	33,4
DOLE	FORGES	307,38	22,5	36,3	58,2	80,2	13,8
DOLE	FRESNES EN WOEVRE	403,36	34,4	53,2	84,8	115,3	20,7
DOLE	GANNAT	626,19	66,2	100,3	161,9	215,4	37,1
DOLE	GENDREY	16,58	1,3	2,2	3,4	5,4	1
DOLE	GERZAT-VILLE	647,04	67,6	103,1	165,5	219,1	38,2
DOLE	GONDREVILLE A77/N	282,72	26,6	40,8	63,8	85,4	15,1
DOLE	GONDREVILLE A77/S	329,47	30,6	46,8	73,5	98,7	17,5
DOLE	GROISSIAT	185,25	16,1	25,1	39,6	54,8	9,8
DOLE	GYE	225,76	16,6	27,3	42,6	58,3	10,3
DOLE	JARNY	425,86	35,9	55,9	87,2	117,3	21,7
DOLE	JOIGNY	232,6	17,5	28,3	46,2	63,5	10,9
DOLE	L ISLE-S/LE-DOUBS	93	7,5	10,6	19,1	26	4,5
DOLE	LA BOISSE	205,83	17,9	27,4	42,9	59,3	10,6
DOLE	LA BOISSE - MONTLUEL	184,3	15,4	23,6	37,7	52,6	9,5
DOLE	LA COTIERE	190,26	15,9	24,4	38,6	53,2	9,7
DOLE	LA CROIX-CHALON	170,65	14,7	22,9	36,7	50,3	8,9
DOLE	LA FOLIE-B/PARIS	432,12	48,7	72	120	157,4	26,9
DOLE	LAMOTTE-BEUVRON	404,22	46,3	69,3	112,4	149,6	25,5
DOLE	LANGRES NORD	117,25	9,4	15,1	23,3	32,5	5,6
DOLE	LANGRES SUD	97,6	7,7	12,6	19,8	27,7	4,9
DOLE	LE MIROIR	85,04	5,4	8,4	13,1	18,4	3,4
DOLE	LES EPRUNES	348,25	27,2	41,9	67,2	93,1	16,5
DOLE	MACON CENTRE	154,8	11,2	17,7	27,7	37,7	6,9
DOLE	MACON NORD	132,3	10,9	17	26	35,7	6,5
DOLE	MACON SUD	142,63	11,3	18	28,3	39,2	6,9
DOLE	MAGNANT	181,42	15	23,2	36,6	50,5	9
DOLE	MANZAT	639,93	67,7	103,4	165,2	219,5	38,2
DOLE	MAROLLES-SUR-SEINE	299,86	22,3	36,3	58,2	80,2	13,8
DOLE	MER	397,72	46,2	68,4	110,6	147,1	25,3
DOLE	MEUNG SUR LOIRE	381,22	44,1	65,7	105,4	141	24
DOLE	MONT CHOISY	284,06	24,7	38,2	62,1	85,3	14,7
DOLE	MONTIGNY-LE-ROI	137,35	10,6	16,4	26,2	36,3	6,2
DOLE	MONTLUCON	571,5	61,7	93,8	150,9	200,2	34,5
DOLE	MONTMARAULT	584,1	63	95,8	155	205,6	35,2
DOLE	MONTREUIL (REIMS)	404,06	36,9	55,2	87,5	118,5	21,3
DOLE	MONTREUIL AUX LIONS	430,36	38,9	58,2	92,2	125,1	22,6
DOLE	NEMOURS	287,58	23,8	36,9	58,2	79,9	14,1
DOLE	NITRY	170,3	13,6	21	33,3	45,7	8
DOLE	NUITS-ST-GEORGES	60,25	4,5	6,9	10,4	14,3	2,8
DOLE	OLIVET	371,92	43	64,2	104	137,6	23,5
DOLE	ORLEANS-CENTRE	365,52	42,3	63,3	102,2	135,2	22,9
DOLE	ORLEANS-NORD	359,52	41,5	61,9	100,2	133,5	22,5
DOLE	PEROUGES	173,45	13,6	21,4	33,6	46,3	8,3
DOLE	PONT D AIN	148,63	11,8	18,4	29	39,5	7,1
DOLE	POUILLY-EN-AUXOIS	96	7,4	11,2	17,7	24,9	4,5
DOLE	REIMS EST (TAISSY)	331,06	29,9	45,3	73,7	100	17,3
DOLE	REIMS NORD (ORMES)	337,66	30,9	47	75,4	103,4	17,7
DOLE	REIMS OUEST (THILLOIS)	344,26	31,5	47,7	76	104,6	18,2
DOLE	REIMS SUD	330,06	29,7	44,9	72,7	99	17,2
DOLE	REPLONGES	143,15	11,2	17,7	27,7	37,7	6,9
DOLE	RIOM	641,02	67,5	103	165,2	219	38
DOLE	ROBECOURT	159,31	11,9	18,4	29,6	41,1	7
DOLE	SAINT GENIS	139,82	10,5	16,3	25,9	35,8	6,2
DOLE	SAINT MAURICE	133	11,2	17,7	29,1	40	6,9
DOLE	SAINT THIBAULT	207,65	18	27,9	43,4	59,9	10,6
DOLE	SALBRIS	422,92	47,9	72,3	116,7	155,7	26,3
DOLE	SAVIGNY /CLAIRIS	250,32	20,5	31,9	50,1	69,3	12,3
DOLE	SEURRE	29,7	2,3	3,6	5,4	7,5	1,2
DOLE	SOIRANS	21	1,6	2,7	4,1	5,5	0,9
DOLE	SOMMESOUS	262,76	22,8	35,3	56,9	78,7	13,4
DOLE	ST AMAND-MONTROND	517,37	57,3	87,1	140,3	185,3	31,9
DOLE	ST ETIENNE AU TEMPLE	312,26	26,6	41,1	67,1	92,5	16
DOLE	ST GERMAIN LES VERGNE	792,93	83,9	128,6	202,3	272,2	48
DOLE	ST GIBRIEN	291,46	25,5	39,3	63,7	87,7	15,1
DOLE	ST HILAIRE	254,52	21,4	33,2	52,3	72,2	12,7
DOLE	ST JULIEN SANCY	682,93	71,9	110,1	175,2	232,9	40,9
DOLE	ST MARTIN-DU-FRESNE	165,36	14,3	22,4	35,4	48,7	8,6
DOLE	ST ROMAIN SUR CHER	491,92	54,6	82,8	132,5	177	29,8
DOLE	ST-DENIS-LES-SENS	274,53	20,6	33,3	52,3	72,3	12,8
DOLE	ST-GERMAIN-LAXIS	331,91	24,8	38,7	62	85,7	15
DOLE	STE MENEHOULD	345,26	28,6	44,5	72,3	99,2	17,5
DOLE	SYLANS	174,93	15,2	24	38	52,6	9,4
DOLE	THENNELIERES	211,57	17,9	27,7	43,7	60,9	10,6
DOLE	TIL CHATEL	67,55	5,9	9,1	13,8	19,2	3,3
DOLE	TORVILLIERS	223,73	18,2	28	43,7	60,5	10,7
DOLE	TOURNUS	106,8	8	12,9	20,3	28	5,2
DOLE	TOURS-C/MONNAIE	472,82	54,5	81	129,8	172,7	30,2
DOLE	TULLE EST	766,93	81,2	124,4	195,2	260,6	46,2
DOLE	TULLE NORD	774,93	81,8	125,4	196	265	46,6
DOLE	URY	299,41	23,8	36,9	58,2	80	14,1
DOLE	USSEL EST	706,93	74,5	114,4	181	241,4	42,2
DOLE	USSEL OUEST	723,93	76,6	117,1	185,2	247,5	43,3
DOLE	VAL DE SAONE	158,25	12,8	19,5	30,7	42,6	7,6
DOLE	VALLEE DE L'AUBE	238,46	20,9	32,2	51,6	71,9	12,2
DOLE	VATRY	267,06	23,3	35,8	57	80	13,5
DOLE	VEIGNE	553,92	60,3	92	148,4	194,1	33,2
DOLE	VERDUN	403,36	34,4	53,2	84,8	115,3	20,7
DOLE	VIERZON-EST	449,62	50,7	76	124,1	163,8	28
DOLE	VIERZON-NORD	443,92	49,9	75,3	123,2	163,1	27,4
DOLE	VILLE SOUS LAFERTE	153,75	12,6	19,9	30,8	42,9	7,5
DOLE	VILLEFRANCHE S/ CHER	459,42	51,8	78,4	125,7	167,2	28,3
DOLE	VILLEFRANCHE-LIMAS	208,6	16,6	26,7	41,7	57,5	10,2
DOLE	VILLEFRANCHE-NORD	172,85	13,9	21	34,4	47,8	8,3
DOLE	VILLEFRANCHE-VILLE	178,15	14,5	22,5	35,3	48,7	8,6
DOLE	VILLENEUVE-DONDAGRE	261,52	20,6	32,3	51,8	70,9	12,3
DOLE	VIRIAT	123,82	9,3	14,6	23,1	32,4	5,8
DOLE	VIRY	234,78	24	37,9	59,2	80,7	14,6
DOLE	VOIE SACREE	376,26	32,1	49,7	77,6	107	19,3
