Autoroute entrée	Péage entrée	Ville entrée	Autoroute sortie	Péage sortie	Ville sortie	Classe 1	Classe 2	Classe 3	Classe 4	Classe 5
A19	6	AUXY	A10	13	ARTENAY	9,4	13,5	23,6	29,7	4,6
A19	6	AUXY	A6	19	AUXERRE NORD	12,4	18,6	30,6	39	6,4
A19	6	AUXY	A6	20	AUXERRE SUD	12,4	18,6	30,6	39	6,4
A19	6	AUXY	A6	22	AVALLON	15,9	24,3	40,2	52,6	9,1
A19	6	AUXY	A42	6	BALAN	37,6	58,1	92,1	123,6	22
A19	6	AUXY	A4	-	BARRIERE DE MONTREUIL AUX LIONS	37,8	56,3	90,1	118,3	21,5
A19	6	AUXY	A36	5	BAUME-LES-DAMES	34,5	53,4	85,3	114,9	20,2
A19	6	AUXY	A4	-	BEAUMONT	38	57,6	92,6	121,1	21,9
A19	6	AUXY	A6	24	BEAUNE NORD	23,4	36,2	58,3	76,7	13,4
A19	6	AUXY	A6	24.1	BEAUNE SUD	24,5	37,6	60,5	80,3	14
A19	6	AUXY	A39	10	BEAUPONT	34,7	53,7	86,7	116,1	20,3
A19	6	AUXY	A39	8	BEAUREPAIRE	32,8	50,7	81,6	110	18,9
A19	6	AUXY	A40	10	BELLEGARDE	42,9	66,6	105,7	142,7	25,2
A19	6	AUXY	A6	30	BELLEVILLE SUR SAONE	32,9	50,6	80,3	107,8	18,9
A19	6	AUXY	A391	-	BERSAILLIN	31,5	48	78,4	104,6	18,1
A19	6	AUXY	A36	4.1	BESANCON EST	31,9	50,1	80,5	108,5	18,7
A19	6	AUXY	A36	4	BESANCON NORD	31,9	49,1	79,1	105,9	18,3
A19	6	AUXY	A36	3	BESANCON OUEST	31,9	48,7	78,6	104,9	18,2
A19	6	AUXY	A42	-	BEYNOST	39,8	61,7	97,5	131,5	23,5
A19	6	AUXY	A6	23	BIERRE-LES-SEMUR	17,7	26,7	44,2	58,1	9,9
A19	6	AUXY	A85	11	BLERE	26,2	39,8	65,2	81,7	14,2
A19	6	AUXY	A10	17	BLOIS	16,1	24,1	40,4	51,1	8,6
A19	6	AUXY	A40	5	BOURG NORD	33,1	51	80,5	108,5	19,3
A19	6	AUXY	A40	7	BOURG SUD	34,2	53,1	84,2	113	20,3
A19	6	AUXY	A71	7	BOURGES	22,5	34,6	57,1	72,1	12,5
A19	6	AUXY	A31	9	BULGNEVILLE	27,3	41,6	66,5	89,6	15,4
A19	6	AUXY	A6	25	CHALON NORD	26,7	41	64,9	86,7	15,2
A19	6	AUXY	A6	26	CHALON SUD	26,7	41	64,9	87	15,2
A19	6	AUXY	A4	27	CHALONS - LA VEUVE	25,5	39	64,7	83,1	14,5
A19	6	AUXY	A26	22	CHARMONT	18,7	28,5	46,7	61,5	10,4
A19	6	AUXY	A10	18	CHATEAU-RENAULT	19	28,4	46,1	59,6	10,6
A19	6	AUXY	A4	20	CHATEAU-THIERRY	33,5	50,4	81,1	107,8	19,1
A19	6	AUXY	A31	10	CHATENOIS	27,6	42,3	67,9	91,3	15,9
A19	6	AUXY	A5	16	CHATILLON-LABORDE	15,2	23,1	37,4	48,9	8,5
A19	6	AUXY	A5	24	CHAUMONT-SEMOUTIERS	20,9	31,9	52,1	69,3	11,7
A19	6	AUXY	A39	6	CHOISEY	28,7	44,1	70,9	94,8	16,4
A19	6	AUXY	A71	-	CLERMONT	39,3	60,1	97,9	128,4	22,2
A19	6	AUXY	A4	29.1	CLERMONT EN ARGONNE	29,2	44,8	72,2	94,9	17,2
A19	6	AUXY	A31	11	COLOMBEY-LES-BELLES	30,1	45,8	73,6	99,8	17
A19	6	AUXY	A71	12.1	COMBRONDE	35	53,1	87,4	113,7	19,8
A19	6	AUXY	A6	17	COURTENAY	8,3	12,4	21,1	25,9	4,2
A19	6	AUXY	A39	-	CRIMOLOIS	27,5	42	68,3	90,4	15,9
A19	6	AUXY	A311	-	DIJON SUD	26,9	41,4	66,1	88,1	15,3
A19	6	AUXY	A31	4	DIJON-ARC SUR TILLE	28,3	43,6	69,5	92,7	16,2
A19	6	AUXY	A36	2	DOLE	28,7	44,1	70,9	94,8	16,4
A19	6	AUXY	A4	21	DORMANS	31,2	47	76,1	100,2	17,8
A19	6	AUXY	A89	22	EGLETONS	47,7	73,3	114,7	153,3	27,6
A19	6	AUXY	A40	11	ELOISE / ANNECY	44,1	68,7	108,7	147	26,1
A19	6	AUXY	A4	23	EPERNAY	28,6	43	70,6	92,2	16,1
A19	6	AUXY	A19	7	ESCRENNES	2,9	4	6,8	8,6	1,5
A19	6	AUXY	A85	10	ESVRES	27,5	41,9	68,6	86,5	15
A19	6	AUXY	A40	2	FEILLENS	30,7	47,9	76,4	102,5	18
A19	6	AUXY	A6	-	FLEURY-EN-BIERE	13,7	21	34,1	43,6	7,4
A19	6	AUXY	A6	15	FONTAINEBLEAU	11,5	17,2	28,8	35,9	5,9
A19	6	AUXY	A19	5	FONTENAY SUR LOING	3,2	4,8	6,7	8,2	1,6
A19	6	AUXY	A71	9	FORET DE TRONCAIS	28	43,3	70,7	90,8	16
A19	6	AUXY	A5	17	FORGES	13	19,4	31,8	41,2	6,7
A19	6	AUXY	A4	32	FRESNES EN WOEVRE	33,3	51,3	82,7	108,5	19,6
A19	6	AUXY	A719	-	GANNAT	34,8	53	86,5	113,1	19,7
A19	6	AUXY	A36	2.1	GENDREY	29,7	45,8	74	99,5	17,3
A19	6	AUXY	A71	14	GERZAT	36,2	55,8	90,1	116,8	20,8
A19	6	AUXY	A19	-	GONDREVILLE LA FRANCHE NORD	1,8	2,6	4,7	5,9	0,9
A19	6	AUXY	A19	-	GONDREVILLE LA FRANCHE SUD	5,8	8,6	14,4	19,2	3,3
A19	6	AUXY	A404	-	GROISSIAT	40,2	62,2	99,3	133,8	23,7
A19	6	AUXY	A31	-	GYE	32,1	48,6	77,5	104,5	18,1
A19	6	AUXY	A10	12	JANVILLE (ALLAINES)	10,4	15,2	25,7	32,5	5,4
A19	6	AUXY	A4	33	JARNY	34,8	54	85,1	110,5	20,6
A19	6	AUXY	A6	18	JOIGNY	9,7	14,5	24,2	30,2	5
A19	6	AUXY	A36	6	L'ISLE-SUR-LE-DOUBS	35,8	55,3	88,3	118,9	20,8
A19	6	AUXY	A432	-	LA BOISSE	41,1	63,7	101,1	136,3	24,3
A19	6	AUXY	A42	5.1	LA BOISSE - MONTLUEL	39,1	60	93,2	125,1	22,9
A19	6	AUXY	A432	-	LA COTIERE	39,7	61	96,9	129	23,4
A19	6	AUXY	A404	9	LA CROIX-CHALON	38,6	59,8	95,6	128,8	22,7
A19	6	AUXY	A71	3	LAMOTTE BEUVRON	14,9	22	37	47,3	8,1
A19	6	AUXY	A31	7	LANGRES NORD	22,9	34,4	54,8	73,7	12,8
A19	6	AUXY	A31	6	LANGRES SUD	23,5	35,7	57,1	76,1	13,4
A19	6	AUXY	A39	9	LE MIROIR	33,8	52	83,8	112,1	19,7
A19	6	AUXY	A5	-	LES EPRUNES	16,2	25	40,9	53,9	9,3
A19	6	AUXY	A6	28	MACON NORD	30,6	47,2	74,6	100	17,6
A19	6	AUXY	A6	29	MACON SUD	31,4	48,5	76,8	102,8	18,1
A19	6	AUXY	A5	22	MAGNANT	18	27,3	44,1	58,7	9,9
A19	6	AUXY	A89	27	MANZAT	36,3	56,1	89,8	117,2	20,8
A19	6	AUXY	A5	18	MAROLLES-SUR-SEINE	13	19,4	31,8	41,2	6,7
A19	6	AUXY	A10	16	MER	14,8	21,1	35,2	44,8	7,9
A19	6	AUXY	A10	15	MEUNG	12,7	18,4	30	38,7	6,6
A19	6	AUXY	A26	18	MONT CHOISY	23,6	36,3	60	78,5	13,6
A19	6	AUXY	A31	8	MONTIGNY-LE-ROI	24,4	36,7	59,3	79,7	13,8
A19	6	AUXY	A71	10	MONTLUCON	30,3	46,5	75,5	97,9	17,1
A19	6	AUXY	A71	11	MONTMARAULT	31,6	48,5	79,6	103,3	17,8
A19	6	AUXY	A4	19	MONTREUIL AUX LIONS	35,8	53,3	85,4	111,7	20,2
A19	6	AUXY	A6	16	NEMOURS	11,5	17,2	28,8	35,9	5,9
A19	6	AUXY	A6	21	NITRY	14,1	21,5	35,3	46,4	7,7
A19	6	AUXY	A31	1	NUITS-SAINT-GEORGES	25,2	39	62,9	83,5	14,5
A19	6	AUXY	A71	2	OLIVET	11,6	16,9	28,6	35,3	6,1
A19	6	AUXY	A71	1	ORLEANS CENTRE	10,9	16	26,8	32,9	5,5
A19	6	AUXY	A10	14	ORLEANS NORD	10,1	14,6	24,8	31,2	5,1
A19	6	AUXY	A26	-	ORMES	29,8	45,1	73,3	96,6	16,6
A19	6	AUXY	A10	-	PARIS (LA FOLIE BESSIN)	17,3	24,7	44,6	55,1	9,5
A19	6	AUXY	A42	7	PEROUGES	37,6	58,1	92,1	123,6	22
A19	6	AUXY	A42	9	PONT D'AIN	35,3	55,1	88,2	118,2	20,9
A19	6	AUXY	A6	-	POUILLY-EN-AUXOIS	21	32,4	52	69,6	11,7
A19	6	AUXY	A4	-	REIMS - TAISSY	28,8	43,4	71,6	93,2	16,2
A19	6	AUXY	A4	22	REIMS - TINQUEUX	30,4	45,8	73,9	97,8	17,1
A19	6	AUXY	A40	3	REPLONGES	30,7	47,9	76,4	102,5	18
A19	6	AUXY	A71	13	RIOM	36,1	55,7	89,8	116,7	20,6
A19	6	AUXY	A31	8.1	ROBECOURT	25,8	39,7	63,5	85,3	14,8
A19	6	AUXY	A85	14	ROMORANTIN	20,4	31,1	50,3	64,9	10,9
A19	6	AUXY	A85	12	SAINT AIGNAN SUR CHER	23,2	35,5	57,1	74,7	12,4
A19	6	AUXY	A71	8	SAINT AMAND	25,9	39,8	64,9	83	14,5
A19	6	AUXY	A19	1	SAINT DENIS-LES-SENS	10,3	15,7	25,8	32,1	5,4
A19	6	AUXY	A4	28	SAINT ETIENNE AU TEMPLE	25,5	39,2	65	85,7	14,9
A19	6	AUXY	A40	4	SAINT GENIS	34,8	53,7	83,9	112,3	20,1
A19	6	AUXY	A5	15	SAINT GERMAIN-LAXIS	15,2	23,1	37,4	48,9	8,5
A19	6	AUXY	A26	17	SAINT GIBRIEN	24,4	37,4	61,6	80,9	14
A19	6	AUXY	A19	4	SAINT HILAIRE LES ANDRESIS	5,3	8	14,6	16,4	2,8
A19	6	AUXY	A40	8	SAINT MARTIN-DU-FRESNE	38,4	59,7	94,1	127,2	22,7
A19	6	AUXY	A36	-	SAINT MAURICE	39,9	61,6	99,3	134,4	23,5
A19	6	AUXY	A5	21	SAINT THIBAULT	15,7	23,8	39,4	51,7	8,9
A19	6	AUXY	A4	29	SAINTE MENEHOULD	27,5	42,6	70,2	92,4	16,4
A19	6	AUXY	A71	4	SALBRIS	16,5	25	41,3	53,4	8,9
A19	6	AUXY	A19	3	SAVIGNY SUR CLAIRIS	5,8	9	17	18,8	3,1
A19	6	AUXY	A85	13	SELLES SUR CHER	22,3	33,9	54,5	70,8	11,9
A19	6	AUXY	A36	1	SEURRE	26,4	40,7	64,8	86,8	15,1
A19	6	AUXY	A39	5	SOIRANS	27,9	43,4	69,5	91,5	16,3
A19	6	AUXY	A26	20	SOMMESOUS	21,7	33,4	54,8	71,9	12,3
A19	6	AUXY	A89	-	ST GERMAIN LES VERGNES	52,5	81,3	126,9	169,9	30,6
A19	6	AUXY	A89	25	ST JULIEN / SANCY	40,5	62,8	99,8	130,6	23,5
A19	6	AUXY	A40	9	SYLANS	39	60,6	95,7	129,1	23
A19	6	AUXY	A26	23	THENNELIERES	16,8	25,6	40,8	53,5	9,5
A19	6	AUXY	A31	5	TIL CHATEL	25,7	38,7	63,3	85	14,6
A19	6	AUXY	A5	20	TORVILLIERS	15,2	23,1	37,7	49,2	8,5
A19	6	AUXY	A6	27	TOURNUS	28,1	43,3	69	91,8	16,2
A19	6	AUXY	A10	-	TOURS CENTRE (MONNAIE)	23,1	33,7	54,4	70,4	12,8
A19	6	AUXY	A89	21	TULLE EST	49,8	77,1	119,8	158,3	28,8
A19	6	AUXY	A89	20	TULLE NORD	50,4	78,1	120,6	162,7	29,2
A19	6	AUXY	A6	14	URY	12,2	18,2	30,1	37,8	6,4
A19	6	AUXY	A89	24	USSEL EST	43,1	67,1	105,6	139,1	24,8
A19	6	AUXY	A89	23	USSEL OUEST	45,2	69,8	109,8	145,2	25,9
A19	6	AUXY	A406	-	VAL DE SAONE	37	55,8	90,2	121,2	21,2
A19	6	AUXY	A26	21	VALLEE DE L'AUBE	19,8	30,3	49,5	65,1	11,1
A19	6	AUXY	A26	19	VATRY	22,2	33,9	54,9	73,2	12,4
A19	6	AUXY	A85	-	VEIGNE	28,9	44,7	73	91,8	15,8
A19	6	AUXY	A4	31	VERDUN	33,3	51,3	82,7	108,5	19,6
A19	6	AUXY	A71	6	VIERZON EST	19,3	28,7	48,7	61,5	10,6
A19	6	AUXY	A71	5	VIERZON NORD	18,5	28	47,8	60,8	10
A19	6	AUXY	A5	23	VILLE SOUS LA FERTE	19,4	29,6	48,6	64,2	10,8
A19	6	AUXY	A6	31.1	VILLEFRANCHE NORD	33,8	51,4	83,3	111,5	19,8
A19	6	AUXY	A6	-	VILLEFRANCHE-LIMAS	37,3	57,2	90,6	121,9	21,4
A19	6	AUXY	A6	31.2	VILLEFRANCHE-VILLE	34,3	52,9	84	112,5	20
A19	6	AUXY	A19	2	VILLENEUVE-DONDAGRE	9,2	13,9	23,2	29	4,8
A19	6	AUXY	A40	6	VIRIAT	33,2	51,1	81,1	109,4	19,8
A19	6	AUXY	A40	-	VIRY	47,9	75,3	118,9	160,2	28,5
A19	6	AUXY	A4	30	VOIE SACREE	31	47,8	75,5	100,2	18,2
A19	6	AUXY	A5	19	VULAINES	13,2	19,4	31,8	41,1	6,8
A19	6	AUXY	A89	26	VULCANIA-BROMONT	38,4	59,1	94,6	124	22
A19	7	ESCRENNES	A10	11	ALLAINVILLE	9,6	14,9	24,1	28,6	4,9
A19	7	ESCRENNES	A42	8	AMBERIEU EN BUGEY	40,1	62,4	100,2	132,8	23,2
A19	7	ESCRENNES	A39	7.1	ARLAY	35,1	55	90,2	118,2	20
A19	7	ESCRENNES	A10	13	ARTENAY	6,1	8,8	13,1	17,5	2,8
A19	7	ESCRENNES	A6	19	AUXERRE NORD	15,8	24,5	41,1	51,2	8,2
A19	7	ESCRENNES	A6	20	AUXERRE SUD	15,8	24,5	41,1	51,2	8,2
A19	7	ESCRENNES	A19	6	AUXY	2,9	4	6,8	8,6	1,5
A19	7	ESCRENNES	A6	22	AVALLON	19,3	30,2	50,7	64,8	10,9
A19	7	ESCRENNES	A42	6	BALAN	41	64	102,6	135,8	23,8
A19	7	ESCRENNES	A4	-	BARRIERE DE MONTREUIL AUX LIONS	41,2	62,2	100,6	130,5	23,3
A19	7	ESCRENNES	A36	5	BAUME-LES-DAMES	37,9	59,3	95,8	127,1	22
A19	7	ESCRENNES	A4	-	BEAUMONT	41,4	63,5	103,1	133,3	23,7
A19	7	ESCRENNES	A6	24	BEAUNE NORD	26,8	42,1	68,8	88,9	15,2
A19	7	ESCRENNES	A6	24.1	BEAUNE SUD	27,9	43,5	71	92,5	15,8
A19	7	ESCRENNES	A39	10	BEAUPONT	38,1	59,6	97,2	128,3	22,1
A19	7	ESCRENNES	A39	8	BEAUREPAIRE	36,2	56,6	92,1	122,2	20,7
A19	7	ESCRENNES	A40	10	BELLEGARDE	46,3	72,5	116,2	154,9	27
A19	7	ESCRENNES	A6	30	BELLEVILLE SUR SAONE	36,3	56,5	90,8	120	20,7
A19	7	ESCRENNES	A391	-	BERSAILLIN	34,9	53,9	88,9	116,8	19,9
A19	7	ESCRENNES	A36	4.1	BESANCON EST	35,3	56	91	120,7	20,5
A19	7	ESCRENNES	A36	4	BESANCON NORD	35,3	55	89,6	118,1	20,1
A19	7	ESCRENNES	A36	3	BESANCON OUEST	35,3	54,6	89,1	117,1	20
A19	7	ESCRENNES	A42	-	BEYNOST	43,2	67,6	108	143,7	25,3
A19	7	ESCRENNES	A6	23	BIERRE-LES-SEMUR	21,1	32,6	54,7	70,3	11,7
A19	7	ESCRENNES	A85	11	BLERE	22,9	35,1	54,7	69,5	12,4
A19	7	ESCRENNES	A10	17	BLOIS	12,8	19,4	29,9	38,9	6,8
A19	7	ESCRENNES	A40	5	BOURG NORD	36,5	56,9	91	120,7	21,1
A19	7	ESCRENNES	A40	7	BOURG SUD	37,6	59	94,7	125,2	22,1
A19	7	ESCRENNES	A71	7	BOURGES	19,2	29,9	46,6	59,9	10,7
A19	7	ESCRENNES	A31	9	BULGNEVILLE	30,7	47,5	77	101,8	17,2
A19	7	ESCRENNES	A6	25	CHALON NORD	30,1	46,9	75,4	98,9	17
A19	7	ESCRENNES	A6	26	CHALON SUD	30,1	46,9	75,4	99,2	17
A19	7	ESCRENNES	A4	27	CHALONS - LA VEUVE	28,9	44,9	75,2	95,3	16,3
A19	7	ESCRENNES	A26	22	CHARMONT	22,1	34,4	57,2	73,7	12,2
A19	7	ESCRENNES	A10	18	CHATEAU-RENAULT	15,7	23,7	35,6	47,4	8,8
A19	7	ESCRENNES	A4	20	CHATEAU-THIERRY	36,9	56,3	91,6	120	20,9
A19	7	ESCRENNES	A31	10	CHATENOIS	31	48,2	78,4	103,5	17,7
A19	7	ESCRENNES	A5	16	CHATILLON-LABORDE	18,6	29	47,9	61,1	10,3
A19	7	ESCRENNES	A5	24	CHAUMONT-SEMOUTIERS	24,3	37,8	62,6	81,5	13,5
A19	7	ESCRENNES	A39	6	CHOISEY	32,1	50	81,4	107	18,2
A19	7	ESCRENNES	A71	-	CLERMONT	36	55,4	87,4	116,2	20,4
A19	7	ESCRENNES	A4	29.1	CLERMONT EN ARGONNE	32,6	50,7	82,7	107,1	19
A19	7	ESCRENNES	A31	11	COLOMBEY-LES-BELLES	33,5	51,7	84,1	112	18,8
A19	7	ESCRENNES	A71	12.1	COMBRONDE	31,7	48,4	76,9	101,5	18
A19	7	ESCRENNES	A6	17	COURTENAY	11,7	18,3	31,6	38,1	6
A19	7	ESCRENNES	A39	-	CRIMOLOIS	30,9	47,9	78,8	102,6	17,7
A19	7	ESCRENNES	A311	-	DIJON SUD	30,3	47,3	76,6	100,3	17,1
A19	7	ESCRENNES	A31	4	DIJON-ARC SUR TILLE	31,7	49,5	80	104,9	18
A19	7	ESCRENNES	A36	2	DOLE	32,1	50	81,4	107	18,2
A19	7	ESCRENNES	A4	21	DORMANS	34,6	52,9	86,6	112,4	19,6
A19	7	ESCRENNES	A89	22	EGLETONS	44,4	68,6	104,2	141,1	25,8
A19	7	ESCRENNES	A40	11	ELOISE / ANNECY	47,5	74,6	119,2	159,2	27,9
A19	7	ESCRENNES	A4	23	EPERNAY	32	48,9	81,1	104,4	17,9
A19	7	ESCRENNES	A85	10	ESVRES	24,2	37,2	58,1	74,3	13,2
A19	7	ESCRENNES	A40	2	FEILLENS	34,1	53,8	86,9	114,7	19,8
A19	7	ESCRENNES	A6	-	FLEURY-EN-BIERE	17,1	26,9	44,6	55,8	9,2
A19	7	ESCRENNES	A6	15	FONTAINEBLEAU	14,9	23,1	39,3	48,1	7,7
A19	7	ESCRENNES	A19	5	FONTENAY SUR LOING	5,7	8,9	16,9	19,5	3,1
A19	7	ESCRENNES	A71	9	FORET DE TRONCAIS	24,7	38,6	60,2	78,6	14,2
A19	7	ESCRENNES	A5	17	FORGES	16,4	25,3	42,3	53,4	8,5
A19	7	ESCRENNES	A4	32	FRESNES EN WOEVRE	36,7	57,2	93,2	120,7	21,4
A19	7	ESCRENNES	A719	-	GANNAT	31,5	48,3	76	100,9	17,9
A19	7	ESCRENNES	A36	2.1	GENDREY	33,1	51,7	84,5	111,7	19,1
A19	7	ESCRENNES	A71	14	GERZAT	32,9	51,1	79,6	104,6	19
A19	7	ESCRENNES	A19	-	GONDREVILLE LA FRANCHE NORD	4,5	7,3	13,3	17,6	2,2
A19	7	ESCRENNES	A19	-	GONDREVILLE LA FRANCHE SUD	8,5	13,3	23	30,9	4,6
A19	7	ESCRENNES	A404	-	GROISSIAT	43,6	68,1	109,8	146	25,5
A19	7	ESCRENNES	A31	-	GYE	35,5	54,5	88	116,7	19,9
A19	7	ESCRENNES	A10	12	JANVILLE (ALLAINES)	7,1	10,5	15,2	20,3	3,6
A19	7	ESCRENNES	A4	33	JARNY	38,2	59,9	95,6	122,7	22,4
A19	7	ESCRENNES	A6	18	JOIGNY	13,1	20,4	34,7	42,4	6,8
A19	7	ESCRENNES	A36	6	L'ISLE-SUR-LE-DOUBS	39,2	61,2	98,8	131,1	22,6
A19	7	ESCRENNES	A432	-	LA BOISSE	44,5	69,6	111,6	148,5	26,1
A19	7	ESCRENNES	A42	5.1	LA BOISSE - MONTLUEL	42,5	65,9	103,7	137,3	24,7
A19	7	ESCRENNES	A432	-	LA COTIERE	43,1	66,9	107,4	141,2	25,2
A19	7	ESCRENNES	A404	9	LA CROIX-CHALON	42	65,7	106,1	141	24,5
A19	7	ESCRENNES	A71	3	LAMOTTE BEUVRON	11,6	17,3	26,5	35,1	6,3
A19	7	ESCRENNES	A31	7	LANGRES NORD	26,3	40,3	65,3	85,9	14,6
A19	7	ESCRENNES	A31	6	LANGRES SUD	26,9	41,6	67,6	88,3	15,2
A19	7	ESCRENNES	A39	9	LE MIROIR	37,2	57,9	94,3	124,3	21,5
A19	7	ESCRENNES	A5	-	LES EPRUNES	19,6	30,9	51,4	66,1	11,1
A19	7	ESCRENNES	A6	28	MACON NORD	34	53,1	85,1	112,2	19,4
A19	7	ESCRENNES	A6	29	MACON SUD	34,8	54,4	87,3	115	19,9
A19	7	ESCRENNES	A5	22	MAGNANT	21,4	33,2	54,6	70,9	11,7
A19	7	ESCRENNES	A89	27	MANZAT	33	51,4	79,3	105	19
A19	7	ESCRENNES	A5	18	MAROLLES-SUR-SEINE	16,4	25,3	42,3	53,4	8,5
A19	7	ESCRENNES	A10	16	MER	11,5	16,4	24,7	32,6	6,1
A19	7	ESCRENNES	A10	15	MEUNG	9,4	13,7	19,5	26,5	4,8
A19	7	ESCRENNES	A26	18	MONT CHOISY	27	42,2	70,5	90,7	15,4
A19	7	ESCRENNES	A31	8	MONTIGNY-LE-ROI	27,8	42,6	69,8	91,9	15,6
A19	7	ESCRENNES	A71	10	MONTLUCON	27	41,8	65	85,7	15,3
A19	7	ESCRENNES	A71	11	MONTMARAULT	28,3	43,8	69,1	91,1	16
A19	7	ESCRENNES	A4	19	MONTREUIL AUX LIONS	39,2	59,2	95,9	123,9	22
A19	7	ESCRENNES	A6	16	NEMOURS	14,9	23,1	39,3	48,1	7,7
A19	7	ESCRENNES	A6	21	NITRY	17,5	27,4	45,8	58,6	9,5
A19	7	ESCRENNES	A31	1	NUITS-SAINT-GEORGES	28,6	44,9	73,4	95,7	16,3
A19	7	ESCRENNES	A71	2	OLIVET	8,3	12,2	18,1	23,1	4,3
A19	7	ESCRENNES	A71	1	ORLEANS CENTRE	7,6	11,3	16,3	20,7	3,7
A19	7	ESCRENNES	A10	14	ORLEANS NORD	6,8	9,9	14,3	19	3,3
A19	7	ESCRENNES	A26	-	ORMES	33,2	51	83,8	108,8	18,4
A19	7	ESCRENNES	A10	-	PARIS (LA FOLIE BESSIN)	14	20	34,1	42,9	7,7
A19	7	ESCRENNES	A42	7	PEROUGES	41	64	102,6	135,8	23,8
A19	7	ESCRENNES	A42	9	PONT D'AIN	38,7	61	98,7	130,4	22,7
A19	7	ESCRENNES	A6	-	POUILLY-EN-AUXOIS	24,4	38,3	62,5	81,8	13,5
A19	7	ESCRENNES	A4	-	REIMS - TAISSY	32,2	49,3	82,1	105,4	18
A19	7	ESCRENNES	A4	22	REIMS - TINQUEUX	33,8	51,7	84,4	110	18,9
A19	7	ESCRENNES	A40	3	REPLONGES	34,1	53,8	86,9	114,7	19,8
A19	7	ESCRENNES	A71	13	RIOM	32,8	51	79,3	104,5	18,8
A19	7	ESCRENNES	A31	8.1	ROBECOURT	29,2	45,6	74	97,5	16,6
A19	7	ESCRENNES	A85	14	ROMORANTIN	17,1	26,4	39,8	52,7	9,1
A19	7	ESCRENNES	A85	12	SAINT AIGNAN SUR CHER	19,9	30,8	46,6	62,5	10,6
A19	7	ESCRENNES	A71	8	SAINT AMAND	22,6	35,1	54,4	70,8	12,7
A19	7	ESCRENNES	A19	1	SAINT DENIS-LES-SENS	13,7	21,6	36,3	44,3	7,2
A19	7	ESCRENNES	A4	28	SAINT ETIENNE AU TEMPLE	28,9	45,1	75,5	97,9	16,7
A19	7	ESCRENNES	A40	4	SAINT GENIS	38,2	59,6	94,4	124,5	21,9
A19	7	ESCRENNES	A5	15	SAINT GERMAIN-LAXIS	18,6	29	47,9	61,1	10,3
A19	7	ESCRENNES	A26	17	SAINT GIBRIEN	27,8	43,3	72,1	93,1	15,8
A19	7	ESCRENNES	A19	4	SAINT HILAIRE LES ANDRESIS	8,1	13,6	24,8	28	4,6
A19	7	ESCRENNES	A40	8	SAINT MARTIN-DU-FRESNE	41,8	65,6	104,6	139,4	24,5
A19	7	ESCRENNES	A36	-	SAINT MAURICE	43,3	67,5	109,8	146,6	25,3
A19	7	ESCRENNES	A5	21	SAINT THIBAULT	19,1	29,7	49,9	63,9	10,7
A19	7	ESCRENNES	A4	29	SAINTE MENEHOULD	30,9	48,5	80,7	104,6	18,2
A19	7	ESCRENNES	A71	4	SALBRIS	13,2	20,3	30,8	41,2	7,1
A19	7	ESCRENNES	A19	3	SAVIGNY SUR CLAIRIS	9	14,9	27,5	31,5	4,9
A19	7	ESCRENNES	A85	13	SELLES SUR CHER	19	29,2	44	58,6	10,1
A19	7	ESCRENNES	A36	1	SEURRE	29,8	46,6	75,3	99	16,9
A19	7	ESCRENNES	A39	5	SOIRANS	31,3	49,3	80	103,7	18,1
A19	7	ESCRENNES	A26	20	SOMMESOUS	25,1	39,3	65,3	84,1	14,1
A19	7	ESCRENNES	A89	-	ST GERMAIN LES VERGNES	49,2	76,6	116,4	157,7	28,8
A19	7	ESCRENNES	A89	25	ST JULIEN / SANCY	37,2	58,1	89,3	118,4	21,7
A19	7	ESCRENNES	A40	9	SYLANS	42,4	66,5	106,2	141,3	24,8
A19	7	ESCRENNES	A26	23	THENNELIERES	20,2	31,5	51,3	65,7	11,3
A19	7	ESCRENNES	A31	5	TIL CHATEL	29,1	44,6	73,8	97,2	16,4
A19	7	ESCRENNES	A5	20	TORVILLIERS	18,6	29	48,2	61,4	10,3
A19	7	ESCRENNES	A6	27	TOURNUS	31,5	49,2	79,5	104	18
A19	7	ESCRENNES	A10	-	TOURS CENTRE (MONNAIE)	19,8	29	43,9	58,2	11
A19	7	ESCRENNES	A89	21	TULLE EST	46,5	72,4	109,3	146,1	27
A19	7	ESCRENNES	A89	20	TULLE NORD	47,1	73,4	110,1	150,5	27,4
A19	7	ESCRENNES	A6	14	URY	15,6	24,1	40,6	50	8,2
A19	7	ESCRENNES	A89	24	USSEL EST	39,8	62,4	95,1	126,9	23
A19	7	ESCRENNES	A89	23	USSEL OUEST	41,9	65,1	99,3	133	24,1
A19	7	ESCRENNES	A406	-	VAL DE SAONE	40,4	61,7	100,7	133,4	23
A19	7	ESCRENNES	A26	21	VALLEE DE L'AUBE	23,2	36,2	60	77,3	12,9
A19	7	ESCRENNES	A26	19	VATRY	25,6	39,8	65,4	85,4	14,2
A19	7	ESCRENNES	A85	-	VEIGNE	25,6	40	62,5	79,6	14
A19	7	ESCRENNES	A4	31	VERDUN	36,7	57,2	93,2	120,7	21,4
A19	7	ESCRENNES	A71	6	VIERZON EST	16	24	38,2	49,3	8,8
A19	7	ESCRENNES	A71	5	VIERZON NORD	15,2	23,3	37,3	48,6	8,2
A19	7	ESCRENNES	A5	23	VILLE SOUS LA FERTE	22,8	35,5	59,1	76,4	12,6
