Gare d'entrée	Gare de sortie	Distance	Classe 1	Classe 2	Classe 3	Classe 4	Classe 5
3010	AIX NORD	15018	ST MARTIN BELLEVUE A41 N	57	11,10	18,50	26,90	34,40	5,70
3010	AIX NORD	3015	ST MARTIN BELLEVUE A410	63	6,80	10,20	14,80	20,00	3,70
3010	AIX NORD	3001	ST QUENTIN FAL. BARRIERE	102	12,80	19,70	29,10	38,00	6,10
3010	AIX NORD	3002	ST QUENTIN FAL. BRETELLE	81	9,70	15,10	22,30	30,10	4,80
3010	AIX NORD	3095	TULLINS	114	11,20	17,90	25,40	34,80	5,80
3010	AIX NORD	3062	VILLEFONTAINE	77	9,20	13,60	20,50	28,10	4,50
3010	AIX NORD	3094	VINAY	128	12,80	20,50	28,80	38,30	6,50
3010	AIX NORD	3086	VOIRON	97	9,70	15,10	21,60	28,70	4,90
3010	AIX NORD	3087	VOREPPE BARRIERE	121	11,70	18,80	26,90	35,60	6,10
3009	AIX SUD	3007	AIGUEBELETTE	17	2,60	4,00	5,60	7,50	1,10
3009	AIX SUD	3010	AIX NORD	7	0,80	1,20	1,60	2,60	0,40
3009	AIX SUD	3014	ALLONZIER	45	4,70	6,80	9,60	13,40	2,30
3009	AIX SUD	3012	ANNECY CENTRE	33	3,70	5,70	7,90	10,20	1,70
3009	AIX SUD	3013	ANNECY NORD	38	4,00	5,90	8,20	11,10	2,00
3009	AIX SUD	3004	BOURGOIN	58	7,30	11,30	16,70	21,50	3,70
3009	AIX SUD	3008	CHAMBERY NORD	7	0,90	1,20	2,00	2,90	0,40
3009	AIX SUD	3091	CHATUZANGE BARRIERE	160	18,30	28,10	39,90	52,50	9,20
3009	AIX SUD	3003	ISLE D'ABEAU CENTRE	64	8,40	12,40	18,40	25,00	4,10
3009	AIX SUD	3092	LA BAUME D'HOSTUN	144	14,50	24,20	33,70	45,40	8,00
3009	AIX SUD	3005	LA TOUR DU PIN	49	6,10	9,70	13,60	18,20	3,10
3009	AIX SUD	3006	LES ABRETS	34	4,80	7,00	10,40	13,80	2,10
3009	AIX SUD	3083	MOIRANS NORD	94	9,90	15,40	22,10	29,40	4,90
3009	AIX SUD	3085	RIVES	79	8,40	13,10	18,80	24,60	4,10
3009	AIX SUD	3011	RUMILLY	20	2,10	3,40	4,50	6,10	1,00
3009	AIX SUD	3061	SAINT GENIX SUR GUIERS	30	4,30	6,00	9,30	12,20	1,80
3009	AIX SUD	3093	SAINT MARCELLIN	131	13,30	21,80	30,50	40,50	6,80
3009	AIX SUD	3020	SEYNOD SUD	27	2,90	4,40	6,00	8,40	1,40
3009	AIX SUD	15018	ST MARTIN BELLEVUE A41 N	64	11,60	19,20	28,00	36,10	6,00
3009	AIX SUD	3015	ST MARTIN BELLEVUE A410	70	7,40	11,40	16,00	21,80	3,90
3009	AIX SUD	3001	ST QUENTIN FAL. BARRIERE	95	12,50	19,00	28,30	36,50	5,90
3009	AIX SUD	3002	ST QUENTIN FAL. BRETELLE	74	9,30	14,60	21,30	29,00	4,60
3009	AIX SUD	3095	TULLINS	107	11,00	17,30	24,80	33,00	5,40
3009	AIX SUD	3062	VILLEFONTAINE	70	8,70	13,10	19,30	26,20	4,40
3009	AIX SUD	3094	VINAY	121	12,20	19,70	27,80	36,60	6,20
3009	AIX SUD	3086	VOIRON	90	9,10	14,50	20,80	27,70	4,50
3009	AIX SUD	3087	VOREPPE BARRIERE	114	11,20	18,00	25,50	34,20	5,70
3014	ALLONZIER	3007	AIGUEBELETTE	62	7,60	11,20	16,00	21,20	3,90
3014	ALLONZIER	3010	AIX NORD	38	4,20	6,10	8,50	11,70	2,00
3014	ALLONZIER	3009	AIX SUD	45	4,70	6,80	9,60	13,40	2,30
3014	ALLONZIER	3012	ANNECY CENTRE	12	1,60	2,20	3,90	4,30	0,70
3014	ALLONZIER	3013	ANNECY NORD	7	1,00	1,30	2,00	2,90	0,50
3014	ALLONZIER	3004	BOURGOIN	103	11,90	17,70	25,50	35,00	5,90
3014	ALLONZIER	3008	CHAMBERY NORD	52	6,20	9,50	13,30	17,70	3,00
3014	ALLONZIER	3091	CHATUZANGE BARRIERE	205	22,40	34,70	48,60	64,40	11,60
3014	ALLONZIER	3003	ISLE D'ABEAU CENTRE	109	12,60	19,00	27,90	36,70	6,10
3014	ALLONZIER	3092	LA BAUME D'HOSTUN	189	18,90	29,80	42,20	56,90	9,80
3014	ALLONZIER	3005	LA TOUR DU PIN	94	10,70	16,70	24,00	31,20	5,20
3014	ALLONZIER	3006	LES ABRETS	79	9,80	14,90	20,80	28,70	4,70
3014	ALLONZIER	3083	MOIRANS NORD	139	13,70	21,50	30,40	40,50	7,00
3014	ALLONZIER	3085	RIVES	124	12,50	19,30	27,60	37,20	6,20
3014	ALLONZIER	3011	RUMILLY	25	3,00	4,40	6,50	8,30	1,30
3014	ALLONZIER	3061	SAINT GENIX SUR GUIERS	75	9,40	13,70	19,00	26,80	4,40
3014	ALLONZIER	3093	SAINT MARCELLIN	176	17,50	27,20	38,70	51,90	9,10
3014	ALLONZIER	3020	SEYNOD SUD	18	2,00	3,20	4,40	6,20	1,00
3014	ALLONZIER	3001	ST QUENTIN FAL. BARRIERE	140	16,40	25,60	36,70	47,90	8,10
3014	ALLONZIER	3002	ST QUENTIN FAL. BRETELLE	119	13,90	21,40	31,60	42,30	7,10
3014	ALLONZIER	3095	TULLINS	152	15,10	23,10	33,00	43,80	7,60
3014	ALLONZIER	3062	VILLEFONTAINE	115	13,30	20,30	29,30	39,90	6,60
3014	ALLONZIER	3094	VINAY	166	16,20	25,30	36,00	47,90	8,40
3014	ALLONZIER	3086	VOIRON	135	13,20	20,60	29,30	39,10	6,80
3014	ALLONZIER	3087	VOREPPE BARRIERE	159	15,50	24,30	33,90	45,00	8,10
3012	ANNECY CENTRE	3007	AIGUEBELETTE	50	6,20	9,30	13,40	17,90	3,10
3012	ANNECY CENTRE	3010	AIX NORD	26	3,00	4,50	6,40	8,60	1,30
3012	ANNECY CENTRE	3009	AIX SUD	33	3,70	5,70	7,90	10,20	1,70
3012	ANNECY CENTRE	3014	ALLONZIER	12	1,60	2,20	3,90	4,30	0,70
3012	ANNECY CENTRE	3013	ANNECY NORD	5	0,50	0,80	1,30	1,70	0,30
3012	ANNECY CENTRE	3004	BOURGOIN	91	10,70	16,10	22,60	31,20	5,30
3012	ANNECY CENTRE	3008	CHAMBERY NORD	40	4,90	7,20	10,70	15,20	2,20
3012	ANNECY CENTRE	3091	CHATUZANGE BARRIERE	193	21,90	33,00	46,30	61,50	10,90
3012	ANNECY CENTRE	3003	ISLE D'ABEAU CENTRE	97	11,40	17,60	25,30	34,80	5,50
3012	ANNECY CENTRE	3092	LA BAUME D'HOSTUN	177	18,00	28,80	40,80	53,60	9,40
3012	ANNECY CENTRE	3005	LA TOUR DU PIN	82	10,00	15,00	21,20	29,00	4,90
3012	ANNECY CENTRE	3006	LES ABRETS	67	9,00	13,40	18,70	25,00	4,40
3012	ANNECY CENTRE	3083	MOIRANS NORD	127	13,10	20,60	29,30	38,20	6,60
3012	ANNECY CENTRE	3085	RIVES	112	11,80	18,10	25,80	35,20	5,80
3012	ANNECY CENTRE	3011	RUMILLY	13	1,50	2,20	4,00	5,00	0,70
3012	ANNECY CENTRE	3061	SAINT GENIX SUR GUIERS	63	8,00	11,90	16,90	23,20	4,00
3012	ANNECY CENTRE	3093	SAINT MARCELLIN	164	16,60	26,10	36,60	48,20	8,60
3012	ANNECY CENTRE	3020	SEYNOD SUD	6	0,70	1,00	1,40	2,00	0,30
3012	ANNECY CENTRE	15018	ST MARTIN BELLEVUE A41 N	31	8,50	14,60	22,30	27,00	4,40
3012	ANNECY CENTRE	3015	ST MARTIN BELLEVUE A410	37	4,60	6,90	10,60	13,60	2,00
3012	ANNECY CENTRE	3001	ST QUENTIN FAL. BARRIERE	128	15,50	24,10	35,20	45,90	7,60
3012	ANNECY CENTRE	3002	ST QUENTIN FAL. BRETELLE	107	12,50	19,70	28,90	39,00	6,40
3012	ANNECY CENTRE	3095	TULLINS	140	14,20	21,80	31,40	41,40	7,20
3012	ANNECY CENTRE	3062	VILLEFONTAINE	103	11,90	17,80	25,80	36,40	5,90
3012	ANNECY CENTRE	3094	VINAY	154	15,20	23,90	34,10	45,20	8,00
3012	ANNECY CENTRE	3086	VOIRON	123	12,10	18,80	27,60	36,50	6,20
3012	ANNECY CENTRE	3087	VOREPPE BARRIERE	147	14,90	23,60	32,60	43,10	7,50
3013	ANNECY NORD	3007	AIGUEBELETTE	55	6,50	10,00	14,10	19,50	3,10
3013	ANNECY NORD	3010	AIX NORD	31	3,40	5,30	7,10	9,70	1,70
3013	ANNECY NORD	3009	AIX SUD	38	4,00	5,90	8,20	11,10	2,00
3013	ANNECY NORD	3014	ALLONZIER	7	1,00	1,30	2,00	2,90	0,50
3013	ANNECY NORD	3012	ANNECY CENTRE	5	0,50	0,80	1,30	1,70	0,30
3013	ANNECY NORD	3004	BOURGOIN	96	11,00	17,00	24,30	32,90	5,40
3013	ANNECY NORD	3008	CHAMBERY NORD	45	5,10	8,20	11,30	15,30	2,30
3013	ANNECY NORD	3091	CHATUZANGE BARRIERE	198	22,10	33,90	47,40	63,40	11,10
3013	ANNECY NORD	3003	ISLE D'ABEAU CENTRE	102	11,50	18,30	26,50	35,50	5,60
3013	ANNECY NORD	3092	LA BAUME D'HOSTUN	182	18,30	29,40	40,90	55,00	9,50
3013	ANNECY NORD	3005	LA TOUR DU PIN	87	10,30	15,60	22,40	30,20	5,10
3013	ANNECY NORD	3006	LES ABRETS	72	9,30	14,00	19,30	26,80	4,50
3013	ANNECY NORD	3083	MOIRANS NORD	132	13,20	20,80	29,90	39,40	6,70
3013	ANNECY NORD	3085	RIVES	117	11,90	18,20	25,90	35,50	5,90
3013	ANNECY NORD	3011	RUMILLY	18	2,00	3,10	4,50	6,20	1,00
3013	ANNECY NORD	3061	SAINT GENIX SUR GUIERS	68	8,60	12,80	18,30	25,00	4,10
3013	ANNECY NORD	3093	SAINT MARCELLIN	169	16,70	26,90	37,40	49,80	8,70
3013	ANNECY NORD	3020	SEYNOD SUD	11	1,30	1,80	2,90	3,90	0,60
3013	ANNECY NORD	15018	ST MARTIN BELLEVUE A41 N	26	7,90	13,70	20,40	25,60	4,20
3013	ANNECY NORD	3015	ST MARTIN BELLEVUE A410	32	4,40	6,30	9,60	12,80	1,80
3013	ANNECY NORD	3001	ST QUENTIN FAL. BARRIERE	133	16,10	24,50	35,90	46,30	7,70
3013	ANNECY NORD	3002	ST QUENTIN FAL. BRETELLE	112	13,20	20,50	29,70	40,50	6,60
3013	ANNECY NORD	3095	TULLINS	145	14,50	22,50	31,80	42,40	7,40
3013	ANNECY NORD	3062	VILLEFONTAINE	108	12,50	18,80	27,90	36,90	6,30
3013	ANNECY NORD	3094	VINAY	159	15,60	24,90	34,70	45,90	8,10
3013	ANNECY NORD	3086	VOIRON	128	12,50	19,30	27,80	37,20	6,40
3013	ANNECY NORD	3087	VOREPPE BARRIERE	152	14,90	23,70	33,10	43,80	7,60
3004	BOURGOIN	3007	AIGUEBELETTE	41	4,80	7,10	10,10	13,00	2,20
3004	BOURGOIN	3010	AIX NORD	65	8,50	12,20	17,90	24,50	4,00
3004	BOURGOIN	3009	AIX SUD	58	7,30	11,30	16,70	21,50	3,70
3004	BOURGOIN	3014	ALLONZIER	103	11,90	17,70	25,50	35,00	5,90
3004	BOURGOIN	3012	ANNECY CENTRE	91	10,70	16,10	22,60	31,20	5,30
3004	BOURGOIN	3013	ANNECY NORD	96	11,00	17,00	24,30	32,90	5,40
3004	BOURGOIN	3008	CHAMBERY NORD	51	6,60	10,50	15,60	20,60	3,60
3004	BOURGOIN	3091	CHATUZANGE BARRIERE	109	13,60	20,00	28,30	38,70	6,80
3004	BOURGOIN	3003	ISLE D'ABEAU CENTRE	6	0,60	1,00	1,40	1,90	0,30
3004	BOURGOIN	3092	LA BAUME D'HOSTUN	93	10,30	16,20	22,90	31,40	5,20
3004	BOURGOIN	3005	LA TOUR DU PIN	9	1,10	1,80	2,80	3,90	0,60
3004	BOURGOIN	3072	LA TOUR DU PIN EST	12	1,40	2,30	3,50	4,90	0,70
3004	BOURGOIN	3006	LES ABRETS	24	2,90	4,60	6,10	7,60	1,30
3004	BOURGOIN	3083	MOIRANS NORD	43	4,50	7,10	10,50	14,10	2,30
3004	BOURGOIN	3085	RIVES	28	2,90	4,80	6,60	8,70	1,50
3004	BOURGOIN	3011	RUMILLY	78	9,70	14,70	20,70	27,80	4,60
3004	BOURGOIN	3061	SAINT GENIX SUR GUIERS	28	3,40	5,20	7,10	9,60	1,60
3004	BOURGOIN	3093	SAINT MARCELLIN	80	8,60	13,80	19,70	26,50	4,40
3004	BOURGOIN	3020	SEYNOD SUD	85	10,00	15,30	21,80	29,60	4,90
3004	BOURGOIN	15018	ST MARTIN BELLEVUE A41 N	122	18,80	30,10	43,90	57,70	9,60
3004	BOURGOIN	3015	ST MARTIN BELLEVUE A410	128	14,80	22,30	31,40	43,50	7,40
3004	BOURGOIN	3001	ST QUENTIN FAL. BARRIERE	37	3,90	6,00	8,20	11,70	1,90
3004	BOURGOIN	3002	ST QUENTIN FAL. BRETELLE	16	1,60	2,80	4,50	6,10	0,80
3004	BOURGOIN	3095	TULLINS	56	6,00	9,50	13,20	17,20	3,00
3004	BOURGOIN	3062	VILLEFONTAINE	12	1,20	2,10	3,20	4,10	0,60
3004	BOURGOIN	3094	VINAY	70	7,50	11,80	16,70	21,60	3,80
3004	BOURGOIN	3086	VOIRON	39	4,00	6,30	9,10	11,80	2,10
3004	BOURGOIN	3087	VOREPPE BARRIERE	63	6,10	9,30	13,20	18,40	3,10
3008	CHAMBERY NORD	3007	AIGUEBELETTE	10	1,50	2,40	3,50	4,70	0,80
3008	CHAMBERY NORD	3010	AIX NORD	14	1,60	2,70	4,00	5,20	0,80
3008	CHAMBERY NORD	3009	AIX SUD	7	0,90	1,20	2,00	2,90	0,40
3008	CHAMBERY NORD	3014	ALLONZIER	52	6,20	9,50	13,30	17,70	3,00
3008	CHAMBERY NORD	3012	ANNECY CENTRE	40	4,90	7,20	10,70	15,20	2,20
3008	CHAMBERY NORD	3013	ANNECY NORD	45	5,10	8,20	11,30	15,30	2,30
3008	CHAMBERY NORD	3004	BOURGOIN	51	6,60	10,50	15,60	20,60	3,60
3008	CHAMBERY NORD	3091	CHATUZANGE BARRIERE	153	17,90	27,10	38,50	50,20	9,10
3008	CHAMBERY NORD	3003	ISLE D'ABEAU CENTRE	57	7,60	11,70	17,10	22,70	3,90
3008	CHAMBERY NORD	3092	LA BAUME D'HOSTUN	137	14,40	22,40	32,50	43,00	7,40
3008	CHAMBERY NORD	3005	LA TOUR DU PIN	42	5,50	9,00	13,00	17,50	2,90
3008	CHAMBERY NORD	3006	LES ABRETS	27	4,20	6,10	8,70	13,00	1,80
3008	CHAMBERY NORD	3083	MOIRANS NORD	87	9,50	14,50	21,30	28,50	4,60
3008	CHAMBERY NORD	3085	RIVES	72	8,10	12,30	18,10	24,70	3,90
3008	CHAMBERY NORD	3011	RUMILLY	27	3,10	4,80	6,70	9,20	1,40
3008	CHAMBERY NORD	3061	SAINT GENIX SUR GUIERS	23	3,40	5,30	7,90	11,00	1,50
3008	CHAMBERY NORD	3093	SAINT MARCELLIN	124	13,20	20,10	29,50	38,90	6,40
3008	CHAMBERY NORD	3020	SEYNOD SUD	34	3,80	5,90	8,60	11,80	1,80
3008	CHAMBERY NORD	15018	ST MARTIN BELLEVUE A41 N	71	13,10	21,90	31,70	40,40	6,70
3008	CHAMBERY NORD	3015	ST MARTIN BELLEVUE A410	77	9,50	14,50	20,20	28,20	4,60
3008	CHAMBERY NORD	3001	ST QUENTIN FAL. BARRIERE	88	12,00	19,00	28,20	36,40	5,70
3008	CHAMBERY NORD	3002	ST QUENTIN FAL. BRETELLE	67	9,20	14,40	21,20	28,40	4,40
3008	CHAMBERY NORD	3095	TULLINS	100	10,50	16,20	23,50	31,10	5,10
3008	CHAMBERY NORD	3062	VILLEFONTAINE	63	8,50	12,50	18,30	24,90	4,00
3008	CHAMBERY NORD	3094	VINAY	114	11,80	18,10	26,70	35,90	5,80
3008	CHAMBERY NORD	3086	VOIRON	83	9,00	14,00	20,10	26,90	4,30
3008	CHAMBERY NORD	3087	VOREPPE BARRIERE	107	11,10	17,00	24,70	33,10	5,50
3091	CHATUZANGE BARRIERE	3007	AIGUEBELETTE	143	15,20	23,70	34,00	44,80	8,10
3091	CHATUZANGE BARRIERE	3010	AIX NORD	167	18,60	29,50	40,50	53,20	9,40
3091	CHATUZANGE BARRIERE	3009	AIX SUD	160	18,30	28,10	39,90	52,50	9,20
3091	CHATUZANGE BARRIERE	3014	ALLONZIER	205	22,40	34,70	48,60	64,40	11,60
3091	CHATUZANGE BARRIERE	3012	ANNECY CENTRE	193	21,90	33,00	46,30	61,50	10,90
3091	CHATUZANGE BARRIERE	3013	ANNECY NORD	198	22,10	33,90	47,40	63,40	11,10
3091	CHATUZANGE BARRIERE	3004	BOURGOIN	109	13,60	20,00	28,30	38,70	6,80
3091	CHATUZANGE BARRIERE	3008	CHAMBERY NORD	153	17,90	27,10	38,50	50,20	9,10
3091	CHATUZANGE BARRIERE	3003	ISLE D'ABEAU CENTRE	115	13,60	21,00	30,10	39,50	6,60
3091	CHATUZANGE BARRIERE	3092	LA BAUME D'HOSTUN	16	2,40	3,60	5,10	6,70	1,10
3091	CHATUZANGE BARRIERE	3005	LA TOUR DU PIN	111	13,70	20,60	28,90	39,10	6,70
3091	CHATUZANGE BARRIERE	3072	LA TOUR DU PIN EST	119	14,00	21,00	29,60	39,90	6,80
3091	CHATUZANGE BARRIERE	3006	LES ABRETS	126	14,70	22,30	31,50	41,90	7,20
3091	CHATUZANGE BARRIERE	3084	MOIRANS	71	8,80	13,10	17,80	25,10	4,40
3091	CHATUZANGE BARRIERE	3085	RIVES	81	10,50	15,60	21,90	31,20	5,30
3091	CHATUZANGE BARRIERE	3011	RUMILLY	180	19,70	30,80	42,50	56,20	9,90
3091	CHATUZANGE BARRIERE	3061	SAINT GENIX SUR GUIERS	135	15,60	23,90	33,80	45,50	7,50
3091	CHATUZANGE BARRIERE	3093	SAINT MARCELLIN	29	3,80	5,80	8,20	11,60	1,80
3091	CHATUZANGE BARRIERE	3020	SEYNOD SUD	192	20,10	31,20	43,30	57,50	10,10
3091	CHATUZANGE BARRIERE	15018	ST MARTIN BELLEVUE A41 N	224	29,30	47,10	67,00	87,10	15,30
3091	CHATUZANGE BARRIERE	3015	ST MARTIN BELLEVUE A410	230	26,30	39,40	54,00	74,20	13,00
3091	CHATUZANGE BARRIERE	3001	ST QUENTIN FAL. BARRIERE	146	16,80	25,40	36,20	48,50	8,20
3091	CHATUZANGE BARRIERE	3002	ST QUENTIN FAL. BRETELLE	125	14,70	22,50	32,50	43,70	7,30
3091	CHATUZANGE BARRIERE	3095	TULLINS	53	6,70	10,20	14,60	19,80	3,50
3091	CHATUZANGE BARRIERE	3062	VILLEFONTAINE	121	13,90	21,50	31,50	41,00	7,10
3091	CHATUZANGE BARRIERE	3094	VINAY	39	4,80	7,40	10,90	15,20	2,30
3091	CHATUZANGE BARRIERE	3086	VOIRON	70	9,80	14,20	19,50	27,30	4,70
3091	CHATUZANGE BARRIERE	3087	VOREPPE BARRIERE	79	10,20	15,80	22,30	30,20	4,50
3071	CHESNES	3400	Système Ouvert	17	2,10	3,20	5,10	6,30	1,00
3026	CHIGNIN BARRIERE	3033	AITON	31	3,90	6,00	9,70	13,20	1,80
3026	CHIGNIN BARRIERE	3021	CROLLES BARRIERE	51	6,00	9,00	14,00	18,40	3,00
3026	CHIGNIN BARRIERE	3022	CROLLES BRIGNOUD	37	5,40	7,70	9,70	12,70	2,70
3026	CHIGNIN BARRIERE	2052	HERMILLON	67	9,20	13,40	23,90	31,30	4,80
3026	CHIGNIN BARRIERE	3023	LE TOUVET	27	3,00	4,60	6,40	8,40	1,60
3026	CHIGNIN BARRIERE	3031	MONTMELIAN	15	1,60	2,60	4,20	5,70	0,90
3026	CHIGNIN BARRIERE	3024	PONTCHARRA	17	1,90	3,00	4,40	6,20	1,00
3026	CHIGNIN BARRIERE	3032	SAINT PIERRE D'ALBIGNY	24	2,70	4,10	6,60	8,80	1,40
3026	CHIGNIN BARRIERE	2056	ST MICHEL MAURIENNE BAR	99	12,80	19,10	37,30	49,50	7,30
3026	CHIGNIN BARRIERE	2054	ST MICHEL MAURIENNE ECH	81	11,00	16,40	29,10	38,60	6,00
3026	CHIGNIN BARRIERE	2050	ST PIERRE BELLEVILLE	45	5,80	8,90	15,20	19,40	3,00
3026	CHIGNIN BARRIERE	3034	STE HELENE BARRIERE	44	5,50	9,00	12,60	16,90	2,90
3026	CHIGNIN BARRIERE	2051	STE MARIE DE CUINES	61	8,10	12,10	21,30	27,60	4,20
3027	CHIGNIN BRETELLE	3400	Système Ouvert	7	1,00	1,60	2,40	3,30	0,50
3025	CHIGNIN LES MARCHES	3033	AITON	25	2,50	4,10	5,70	8,20	1,40
3025	CHIGNIN LES MARCHES	3021	CROLLES BARRIERE	44	4,10	6,60	10,20	13,30	1,90
3025	CHIGNIN LES MARCHES	3022	CROLLES BRIGNOUD	30	3,60	5,80	6,70	8,90	1,80
3025	CHIGNIN LES MARCHES	2052	HERMILLON	61	7,80	11,50	19,90	26,30	4,40
3025	CHIGNIN LES MARCHES	3023	LE TOUVET	20	2,00	3,20	4,40	5,50	1,20
3025	CHIGNIN LES MARCHES	3031	MONTMELIAN	8	0,80	1,30	1,70	2,40	0,50
3025	CHIGNIN LES MARCHES	3024	PONTCHARRA	10	1,10	1,50	2,20	3,30	0,70
3025	CHIGNIN LES MARCHES	3032	SAINT PIERRE D'ALBIGNY	18	1,80	2,80	4,20	5,20	1,00
3025	CHIGNIN LES MARCHES	2056	ST MICHEL MAURIENNE BAR	93	11,40	17,20	33,30	44,50	6,90
3025	CHIGNIN LES MARCHES	2054	ST MICHEL MAURIENNE ECH	75	9,60	14,50	25,10	33,60	5,60
3025	CHIGNIN LES MARCHES	2050	ST PIERRE BELLEVILLE	39	4,40	7,00	11,20	14,40	2,60
