Autoroute entrée	Péage entrée	Ville entrée	Autoroute sortie	Péage sortie	Ville sortie	Classe 1	Classe 2	Classe 3	Classe 4	Classe 5
A28	18	ALENCON NORD	A88	-	ARGENTAN	8,90	15,30	22,30	29,40	5,10
A28	18	ALENCON NORD	A28	23	AUVOURS (LE MANS ZI SUD)	4,90	8,00	13,60	15,90	3,30
A28	18	ALENCON NORD	A85	1	BEAUFORT EN VALLEE	14,00	22,00	30,70	42,50	8,50
A28	18	ALENCON NORD	A28	21	BEAUMONT SUR SARTHE	2,10	2,90	4,20	7,30	1,30
A28	18	ALENCON NORD	A28	14	BERNAY	16,70	26,90	40,90	54,70	10,20
A28	18	ALENCON NORD	A85	5	BOURGUEIL	17,90	27,40	40,50	54,20	10,90
A28	18	ALENCON NORD	A28	13	BRIONNE	20,50	33,70	47,20	63,60	12,80
A28	18	ALENCON NORD	A11	4	BROU	11,90	18,20	30,00	39,70	7,20
A28	18	ALENCON NORD	A11	2	CHARTRES EST	16,90	27,30	42,60	55,70	10,30
A28	18	ALENCON NORD	A11	3	CHARTRES-THIVARS	15,80	24,50	39,10	49,90	9,60
A28	18	ALENCON NORD	A28	26	CHATEAU DU LOIR (MONTABON)	8,70	12,50	22,30	26,00	5,40
A28	18	ALENCON NORD	A11	11	DURTAL	9,80	15,30	23,20	31,70	5,80
A28	18	ALENCON NORD	A28	25	ECOMMOY	6,80	10,40	16,90	19,60	4,30
A28	18	ALENCON NORD	A81	2	EVRON	9,80	15,80	24,80	34,20	5,90
A28	18	ALENCON NORD	A28	16	GACE	8,60	14,60	19,90	26,60	5,30
A28	18	ALENCON NORD	A11	3.1	ILLIERS COMBRAY	13,50	20,90	33,20	43,60	8,20
A28	18	ALENCON NORD	A11	5	LA FERTE BERNARD	8,90	15,00	22,30	30,10	5,30
A28	18	ALENCON NORD	A81	3	LAVAL EST	12,20	19,10	29,10	41,10	7,40
A28	18	ALENCON NORD	A81	4	LAVAL OUEST	13,00	20,70	33,50	44,20	8,10
A28	18	ALENCON NORD	A11	8	LE MANS CENTRE UNIVERSITE	5,30	8,20	12,50	17,90	3,20
A28	18	ALENCON NORD	A11	9	LE MANS SUD	6,30	9,80	14,80	21,10	3,80
A28	18	ALENCON NORD	A11	7	LE MANS ZI NORD	4,00	6,70	10,70	11,80	2,50
A28	18	ALENCON NORD	A85	2	LONGUE-JUMELLES	14,80	23,10	33,10	44,90	9,10
A28	18	ALENCON NORD	A28	15	ORBEC	12,90	21,30	31,00	41,80	7,90
A28	18	ALENCON NORD	A28	24	PARIGNE-L'EVEQUE	5,20	8,10	13,70	18,30	3,50
A28	18	ALENCON NORD	A10	-	PARIS (LA FOLIE BESSIN)	23,90	37,90	58,20	78,00	14,80
A28	18	ALENCON NORD	A85	-	RESTIGNE	20,90	32,10	46,90	64,10	12,80
A28	18	ALENCON NORD	A28	-	ROUMOIS	26,60	44,20	61,30	83,00	16,10
A28	18	ALENCON NORD	A11	10	SABLE-LA FLECHE	9,00	13,60	20,50	29,10	5,20
A28	18	ALENCON NORD	A85	3	SAUMUR (VIVY)	16,00	25,00	37,10	49,90	9,80
A28	18	ALENCON NORD	A88	16	SEES	5,20	8,80	12,40	16,60	3,10
A28	18	ALENCON NORD	A11	12	SEICHES	12,10	18,50	27,10	37,40	7,00
A28	18	ALENCON NORD	A28	20	SILLE LE GUILLAUME / MAMERS	1,20	2,00	2,60	4,10	0,80
A28	18	ALENCON NORD	A81	1	SILLE LE GUILLAUME / SABLE	7,00	12,10	20,10	26,50	4,40
A28	18	ALENCON NORD	A28	-	TOURS CENTRE (SAINT CHRISTOPHE)	13,70	20,80	32,90	44,70	8,30
A28	18	ALENCON NORD	A81	-	VITRE (LA GRAVELLE)	14,90	24,70	38,10	52,00	9,50
A28	19	ALENCON SUD	A11	1	ABLIS	19,40	30,10	47,70	64,00	12,10
A28	19	ALENCON SUD	A28	18	ALENCON NORD	0,50	1,00	1,30	1,80	0,40
A28	19	ALENCON SUD	A11	-	ANGERS (CORZE)	13,60	21,00	30,70	40,10	8,10
A28	19	ALENCON SUD	A88	-	ARGENTAN	9,50	16,40	23,70	31,40	5,50
A28	19	ALENCON SUD	A28	23	AUVOURS (LE MANS ZI SUD)	4,30	7,20	10,30	13,90	2,70
A28	19	ALENCON SUD	A85	1	BEAUFORT EN VALLEE	13,40	21,20	28,90	39,60	8,30
A28	19	ALENCON SUD	A28	21	BEAUMONT SUR SARTHE	1,60	2,20	3,30	4,80	1,00
A28	19	ALENCON SUD	A28	14	BERNAY	17,30	28,00	42,30	56,70	10,60
A28	19	ALENCON SUD	A85	5	BOURGUEIL	17,30	26,60	38,70	51,30	10,70
A28	19	ALENCON SUD	A28	13	BRIONNE	21,10	34,80	48,60	65,60	13,20
A28	19	ALENCON SUD	A11	4	BROU	11,10	17,30	29,00	37,80	6,70
A28	19	ALENCON SUD	A11	2	CHARTRES EST	16,30	26,20	41,70	54,90	9,80
A28	19	ALENCON SUD	A11	3	CHARTRES-THIVARS	14,90	23,90	36,90	49,00	9,30
A28	19	ALENCON SUD	A28	26	CHATEAU DU LOIR (MONTABON)	8,10	11,00	19,40	21,80	4,90
A28	19	ALENCON SUD	A11	11	DURTAL	9,20	14,50	21,40	28,80	5,60
A28	19	ALENCON SUD	A28	25	ECOMMOY	6,30	9,30	16,00	18,10	3,90
A28	19	ALENCON SUD	A81	2	EVRON	9,00	15,00	23,80	30,80	5,50
A28	19	ALENCON SUD	A28	16	GACE	9,20	15,70	21,30	28,60	5,70
A28	19	ALENCON SUD	A11	3.1	ILLIERS COMBRAY	12,90	19,80	32,30	41,60	7,90
A28	19	ALENCON SUD	A11	5	LA FERTE BERNARD	7,90	13,90	21,30	28,60	4,90
A28	19	ALENCON SUD	A81	3	LAVAL EST	11,90	18,10	29,00	38,90	7,20
A28	19	ALENCON SUD	A81	4	LAVAL OUEST	12,70	19,70	32,60	41,10	7,90
A28	19	ALENCON SUD	A11	8	LE MANS CENTRE UNIVERSITE	4,70	7,40	10,70	15,00	3,00
A28	19	ALENCON SUD	A11	9	LE MANS SUD	5,70	9,00	13,00	18,20	3,60
A28	19	ALENCON SUD	A11	7	LE MANS ZI NORD	3,50	5,70	8,00	11,20	2,00
A28	19	ALENCON SUD	A85	2	LONGUE-JUMELLES	14,20	22,30	31,30	42,00	8,90
A28	19	ALENCON SUD	A28	15	ORBEC	13,50	22,40	32,40	43,80	8,30
A28	19	ALENCON SUD	A28	24	PARIGNE-L'EVEQUE	4,40	7,30	11,20	14,00	3,10
A28	19	ALENCON SUD	A10	-	PARIS (LA FOLIE BESSIN)	23,70	36,80	57,80	76,60	14,70
A28	19	ALENCON SUD	A85	-	RESTIGNE	20,30	31,30	45,10	61,20	12,60
A28	19	ALENCON SUD	A28	-	ROUMOIS	27,20	45,30	62,70	85,00	16,50
A28	19	ALENCON SUD	A11	10	SABLE-LA FLECHE	8,40	12,80	18,70	26,20	5,00
A28	19	ALENCON SUD	A85	3	SAUMUR (VIVY)	15,40	24,20	35,30	47,00	9,60
A28	19	ALENCON SUD	A88	16	SEES	5,80	9,90	13,80	18,60	3,50
A28	19	ALENCON SUD	A11	12	SEICHES	11,50	17,70	25,30	34,50	6,80
A28	19	ALENCON SUD	A28	20	SILLE LE GUILLAUME / MAMERS	0,70	0,90	1,60	1,80	0,50
A28	19	ALENCON SUD	A81	1	SILLE LE GUILLAUME / SABLE	6,70	11,20	19,00	23,40	4,20
A28	19	ALENCON SUD	A28	-	TOURS CENTRE (SAINT CHRISTOPHE)	12,80	19,90	32,70	39,40	7,80
A28	19	ALENCON SUD	A81	-	VITRE (LA GRAVELLE)	14,60	23,90	36,00	49,60	9,10
A10	11	ALLAINVILLE	A42	8	AMBERIEU EN BUGEY	53,10	80,50	131,00	172,20	29,50
A10	11	ALLAINVILLE	A39	7.1	ARLAY	48,00	73,10	120,90	157,40	26,20
A10	11	ALLAINVILLE	A10	13	ARTENAY	3,70	6,10	11,00	11,70	2,50
A10	11	ALLAINVILLE	A6	19	AUXERRE NORD	28,30	42,10	71,00	89,20	14,30
A10	11	ALLAINVILLE	A6	20	AUXERRE SUD	28,30	42,10	71,00	89,20	14,30
A10	11	ALLAINVILLE	A19	6	AUXY	13,20	20,00	35,30	41,50	6,80
A10	11	ALLAINVILLE	A6	22	AVALLON	31,90	47,90	80,70	103,10	17,00
A10	11	ALLAINVILLE	A42	6	BALAN	54,00	82,20	133,40	175,20	30,10
A10	11	ALLAINVILLE	A4	-	BARRIERE DE MONTREUIL AUX LIONS	54,20	80,40	131,20	169,60	29,60
A10	11	ALLAINVILLE	A36	5	BAUME-LES-DAMES	50,80	77,40	126,50	166,40	28,30
A10	11	ALLAINVILLE	A4	-	BEAUMONT	54,40	81,70	133,70	172,30	29,90
A10	11	ALLAINVILLE	A6	24	BEAUNE NORD	39,50	59,90	99,10	127,60	21,40
A10	11	ALLAINVILLE	A6	24.1	BEAUNE SUD	40,70	61,30	101,30	131,20	22,00
A10	11	ALLAINVILLE	A39	10	BEAUPONT	51,00	77,70	127,90	167,60	28,40
A10	11	ALLAINVILLE	A39	8	BEAUREPAIRE	49,10	74,70	122,80	161,40	26,90
A10	11	ALLAINVILLE	A40	10	BELLEGARDE	59,40	90,80	147,20	194,70	33,40
A10	11	ALLAINVILLE	A6	30	BELLEVILLE SUR SAONE	49,20	74,60	121,50	159,20	26,90
A10	11	ALLAINVILLE	A391	-	BERSAILLIN	47,80	71,90	119,50	156,00	26,10
A10	11	ALLAINVILLE	A36	4.1	BESANCON EST	48,20	74,10	121,70	159,90	26,70
A10	11	ALLAINVILLE	A36	4	BESANCON NORD	48,20	73,10	120,20	157,30	26,30
A10	11	ALLAINVILLE	A36	3	BESANCON OUEST	48,20	72,70	119,70	156,30	26,20
A10	11	ALLAINVILLE	A42	-	BEYNOST	56,20	85,90	138,90	183,20	31,70
A10	11	ALLAINVILLE	A6	23	BIERRE-LES-SEMUR	33,80	50,30	84,70	108,70	17,90
A10	11	ALLAINVILLE	A85	11	BLERE	22,90	36,70	56,90	71,70	13,80
A10	11	ALLAINVILLE	A10	17	BLOIS	12,80	20,70	32,30	41,30	8,20
A10	11	ALLAINVILLE	A40	5	BOURG NORD	49,40	75,00	121,70	159,90	27,30
A10	11	ALLAINVILLE	A40	7	BOURG SUD	50,50	77,10	125,40	164,40	28,40
A10	11	ALLAINVILLE	A71	7	BOURGES	19,60	31,40	48,30	62,80	11,90
A10	11	ALLAINVILLE	A31	9	BULGNEVILLE	43,50	65,50	107,40	140,70	23,40
A10	11	ALLAINVILLE	A6	25	CHALON NORD	42,90	64,90	105,80	137,80	23,20
A10	11	ALLAINVILLE	A6	26	CHALON SUD	42,90	64,90	105,80	137,80	23,20
A10	11	ALLAINVILLE	A4	27	CHALONS - LA VEUVE	41,70	62,80	105,40	134,00	22,60
A10	11	ALLAINVILLE	A26	22	CHARMONT	34,80	52,20	87,20	112,10	18,40
A10	11	ALLAINVILLE	A10	18	CHATEAU-RENAULT	14,50	22,90	37,60	49,10	9,20
A10	11	ALLAINVILLE	A4	20	CHATEAU-THIERRY	49,90	74,40	122,10	159,00	27,20
A10	11	ALLAINVILLE	A31	10	CHATENOIS	43,80	66,20	108,90	142,40	23,90
A10	11	ALLAINVILLE	A5	16	CHATILLON-LABORDE	31,20	46,70	77,90	99,30	16,40
A10	11	ALLAINVILLE	A5	24	CHAUMONT-SEMOUTIERS	37,00	55,60	92,80	120,10	19,70
A10	11	ALLAINVILLE	A39	6	CHOISEY	44,90	68,00	111,90	146,00	24,40
A10	11	ALLAINVILLE	A71	-	CLERMONT	36,40	56,90	89,10	119,60	21,60
A10	11	ALLAINVILLE	A4	29.1	CLERMONT EN ARGONNE	45,50	68,80	113,10	145,50	25,20
A10	11	ALLAINVILLE	A31	11	COLOMBEY-LES-BELLES	46,30	69,70	114,60	151,00	25,00
A10	11	ALLAINVILLE	A71	12.1	COMBRONDE	32,20	50,20	78,60	104,90	19,20
A10	11	ALLAINVILLE	A6	17	COURTENAY	24,20	35,80	61,30	76,00	12,10
A10	11	ALLAINVILLE	A39	-	CRIMOLOIS	43,70	65,90	109,30	141,50	23,90
A10	11	ALLAINVILLE	A311	-	DIJON SUD	43,10	65,30	107,00	139,20	23,30
A10	11	ALLAINVILLE	A31	4	DIJON-ARC SUR TILLE	44,50	67,50	110,50	143,80	24,20
A10	11	ALLAINVILLE	A36	2	DOLE	44,90	68,00	111,90	146,00	24,40
A10	11	ALLAINVILLE	A4	21	DORMANS	47,50	71,00	117,00	151,20	25,90
A10	11	ALLAINVILLE	A89	22	EGLETONS	45,00	70,20	106,40	144,80	27,00
A10	11	ALLAINVILLE	A40	11	ELOISE / ANNECY	60,70	93,00	150,20	199,10	34,30
A10	11	ALLAINVILLE	A4	23	EPERNAY	44,90	66,90	111,40	143,00	24,10
A10	11	ALLAINVILLE	A19	7	ESCRENNES	9,80	15,10	24,60	29,30	5,10
A10	11	ALLAINVILLE	A85	10	ESVRES	23,90	38,80	60,20	76,50	14,60
A10	11	ALLAINVILLE	A40	2	FEILLENS	46,90	71,80	117,40	153,80	26,00
A10	11	ALLAINVILLE	A6	-	FLEURY-EN-BIERE	29,70	44,60	74,50	94,00	15,30
A10	11	ALLAINVILLE	A6	15	FONTAINEBLEAU	27,40	40,80	69,20	86,20	13,90
A10	11	ALLAINVILLE	A19	5	FONTENAY SUR LOING	16,40	26,20	46,10	54,40	8,70
A10	11	ALLAINVILLE	A71	9	FORET DE TRONCAIS	25,20	40,20	62,00	81,70	15,40
A10	11	ALLAINVILLE	A5	17	FORGES	29,00	42,90	72,20	91,50	14,60
A10	11	ALLAINVILLE	A4	32	FRESNES EN WOEVRE	49,70	75,30	123,70	159,30	27,60
A10	11	ALLAINVILLE	A719	-	GANNAT	32,10	50,10	77,70	104,30	19,20
A10	11	ALLAINVILLE	A36	2.1	GENDREY	45,90	69,70	115,00	150,70	25,30
A10	11	ALLAINVILLE	A71	14	GERZAT	33,50	52,80	81,60	108,10	20,20
A10	11	ALLAINVILLE	A19	-	GONDREVILLE LA FRANCHE NORD	15,60	23,50	42,30	50,80	8,20
A10	11	ALLAINVILLE	A19	-	GONDREVILLE LA FRANCHE SUD	19,60	29,50	52,10	64,20	10,60
A10	11	ALLAINVILLE	A404	-	GROISSIAT	56,60	86,40	140,80	185,50	31,90
A10	11	ALLAINVILLE	A31	-	GYE	48,40	72,60	118,50	155,90	26,10
A10	11	ALLAINVILLE	A10	12	JANVILLE (ALLAINES)	2,60	3,70	6,60	8,90	1,70
A10	11	ALLAINVILLE	A4	33	JARNY	51,20	78,00	126,20	161,10	28,60
A10	11	ALLAINVILLE	A6	18	JOIGNY	25,60	37,90	64,50	80,50	12,90
A10	11	ALLAINVILLE	A36	6	L'ISLE-SUR-LE-DOUBS	52,20	79,30	129,60	170,50	28,90
A10	11	ALLAINVILLE	A432	-	LA BOISSE	57,60	87,90	142,60	188,20	32,50
A10	11	ALLAINVILLE	A42	5.1	LA BOISSE - MONTLUEL	55,50	84,20	134,50	176,80	31,10
A10	11	ALLAINVILLE	A432	-	LA COTIERE	56,10	85,20	138,30	180,70	31,60
A10	11	ALLAINVILLE	A404	9	LA CROIX-CHALON	55,00	84,00	136,90	180,50	30,90
A10	11	ALLAINVILLE	A71	3	LAMOTTE BEUVRON	11,60	18,70	28,40	37,60	7,50
A10	11	ALLAINVILLE	A31	7	LANGRES NORD	39,00	58,10	95,50	124,60	20,80
A10	11	ALLAINVILLE	A31	6	LANGRES SUD	39,70	59,40	97,90	127,00	21,40
A10	11	ALLAINVILLE	A39	9	LE MIROIR	50,10	76,00	125,00	163,50	27,70
A10	11	ALLAINVILLE	A5	-	LES EPRUNES	32,20	48,60	81,40	104,50	17,20
A10	11	ALLAINVILLE	A6	28	MACON NORD	46,80	71,10	115,60	151,20	25,60
A10	11	ALLAINVILLE	A6	29	MACON SUD	47,70	72,50	117,80	154,10	26,10
A10	11	ALLAINVILLE	A5	22	MAGNANT	34,10	50,90	84,60	109,30	17,90
A10	11	ALLAINVILLE	A89	27	MANZAT	33,40	53,00	81,40	108,50	20,20
A10	11	ALLAINVILLE	A5	18	MAROLLES-SUR-SEINE	29,00	42,90	72,20	91,50	14,60
A10	11	ALLAINVILLE	A10	16	MER	11,20	17,30	27,00	35,10	7,30
A10	11	ALLAINVILLE	A10	15	MEUNG	8,30	12,90	21,90	28,60	5,10
A10	11	ALLAINVILLE	A26	18	MONT CHOISY	39,70	60,10	100,80	129,30	21,60
A10	11	ALLAINVILLE	A31	8	MONTIGNY-LE-ROI	40,60	60,40	100,10	130,60	21,80
A10	11	ALLAINVILLE	A71	10	MONTLUCON	27,40	43,50	66,80	88,90	16,50
A10	11	ALLAINVILLE	A71	11	MONTMARAULT	28,70	45,40	70,80	94,30	17,20
A10	11	ALLAINVILLE	A4	19	MONTREUIL AUX LIONS	52,20	77,40	126,40	162,70	28,30
A10	11	ALLAINVILLE	A6	16	NEMOURS	27,40	40,80	69,20	86,20	13,90
A10	11	ALLAINVILLE	A6	21	NITRY	30,20	45,10	75,70	96,80	15,60
A10	11	ALLAINVILLE	A31	1	NUITS-SAINT-GEORGES	41,40	62,80	103,80	134,50	22,50
A10	11	ALLAINVILLE	A71	2	OLIVET	7,80	12,90	19,30	25,50	5,00
A10	11	ALLAINVILLE	A71	1	ORLEANS CENTRE	6,80	10,60	17,30	23,10	4,20
A10	11	ALLAINVILLE	A10	14	ORLEANS NORD	6,10	10,10	15,20	20,70	3,70
A10	11	ALLAINVILLE	A26	-	ORMES	46,10	69,10	114,10	147,60	24,60
A10	11	ALLAINVILLE	A10	-	PARIS (LA FOLIE BESSIN)	3,80	5,90	9,20	12,30	2,40
A10	11	ALLAINVILLE	A42	7	PEROUGES	54,00	82,20	133,40	175,20	30,10
A10	11	ALLAINVILLE	A42	9	PONT D'AIN	51,70	79,10	129,50	169,70	29,00
A10	11	ALLAINVILLE	A6	-	POUILLY-EN-AUXOIS	37,10	56,00	92,60	120,40	19,70
A10	11	ALLAINVILLE	A4	-	REIMS - TAISSY	45,10	67,40	112,40	144,20	24,20
A10	11	ALLAINVILLE	A4	22	REIMS - TINQUEUX	46,70	69,80	114,70	148,50	25,10
A10	11	ALLAINVILLE	A40	3	REPLONGES	46,90	71,80	117,40	153,80	26,00
A10	11	ALLAINVILLE	A71	13	RIOM	33,30	52,70	81,30	107,90	20,00
A10	11	ALLAINVILLE	A31	8.1	ROBECOURT	42,00	63,60	104,40	136,40	22,80
A10	11	ALLAINVILLE	A85	14	ROMORANTIN	17,20	27,40	40,60	54,90	10,50
A10	11	ALLAINVILLE	A85	12	SAINT AIGNAN SUR CHER	20,00	31,50	49,60	64,50	12,00
A10	11	ALLAINVILLE	A71	8	SAINT AMAND	23,00	36,70	56,20	73,90	13,90
A10	11	ALLAINVILLE	A19	1	SAINT DENIS-LES-SENS	26,20	39,10	66,10	82,40	13,30
A10	11	ALLAINVILLE	A4	28	SAINT ETIENNE AU TEMPLE	41,70	63,10	105,80	136,60	22,90
A10	11	ALLAINVILLE	A40	4	SAINT GENIS	51,00	77,70	124,90	163,50	28,20
A10	11	ALLAINVILLE	A5	15	SAINT GERMAIN-LAXIS	31,20	46,70	77,90	99,30	16,40
A10	11	ALLAINVILLE	A26	17	SAINT GIBRIEN	40,50	61,20	102,30	131,80	22,00
A10	11	ALLAINVILLE	A19	4	SAINT HILAIRE LES ANDRESIS	20,60	31,10	54,00	64,50	10,60
A10	11	ALLAINVILLE	A40	8	SAINT MARTIN-DU-FRESNE	54,80	83,90	135,40	178,90	30,90
A10	11	ALLAINVILLE	A36	-	SAINT MAURICE	56,30	85,80	140,80	186,20	31,70
A10	11	ALLAINVILLE	A5	21	SAINT THIBAULT	31,70	47,40	79,90	102,20	16,80
A10	11	ALLAINVILLE	A4	29	SAINTE MENEHOULD	43,70	66,50	111,00	143,40	24,40
A10	11	ALLAINVILLE	A71	4	SALBRIS	13,40	21,00	33,50	44,10	8,50
A10	11	ALLAINVILLE	A19	3	SAVIGNY SUR CLAIRIS	21,40	32,40	55,80	66,80	11,00
A10	11	ALLAINVILLE	A85	13	SELLES SUR CHER	19,10	29,90	46,10	60,80	11,50
A10	11	ALLAINVILLE	A36	1	SEURRE	42,60	64,60	105,70	137,90	23,10
A10	11	ALLAINVILLE	A39	5	SOIRANS	44,10	67,30	110,20	142,60	24,30
A10	11	ALLAINVILLE	A26	20	SOMMESOUS	37,80	57,10	95,40	122,60	20,30
A10	11	ALLAINVILLE	A89	-	ST GERMAIN LES VERGNES	49,70	78,20	118,40	161,40	30,10
A10	11	ALLAINVILLE	A89	25	ST JULIEN / SANCY	37,70	59,80	91,40	121,90	22,90
A10	11	ALLAINVILLE	A40	9	SYLANS	55,40	84,80	137,00	180,80	31,20
A10	11	ALLAINVILLE	A26	23	THENNELIERES	32,80	49,20	81,30	104,10	17,50
A10	11	ALLAINVILLE	A31	5	TIL CHATEL	41,90	62,50	104,20	136,10	22,60
A10	11	ALLAINVILLE	A5	20	TORVILLIERS	31,20	46,70	78,20	99,60	16,40
A10	11	ALLAINVILLE	A6	27	TOURNUS	44,30	67,20	110,00	142,90	24,20
A10	11	ALLAINVILLE	A10	-	TOURS CENTRE (MONNAIE)	19,00	29,60	45,90	60,80	12,10
A10	11	ALLAINVILLE	A89	21	TULLE EST	47,20	74,20	112,00	149,90	28,30
A10	11	ALLAINVILLE	A89	20	TULLE NORD	47,80	75,20	112,80	154,40	28,60
A10	11	ALLAINVILLE	A6	14	URY	28,20	41,80	70,50	88,10	14,40
A10	11	ALLAINVILLE	A89	24	USSEL EST	40,30	64,10	97,40	130,60	24,20
A10	11	ALLAINVILLE	A89	23	USSEL OUEST	42,30	66,70	101,50	136,90	25,40
A10	11	ALLAINVILLE	A406	-	VAL DE SAONE	53,40	79,80	131,50	172,80	29,30
A10	11	ALLAINVILLE	A26	21	VALLEE DE L'AUBE	35,90	54,00	90,10	115,80	19,20
A10	11	ALLAINVILLE	A26	19	VATRY	38,40	57,60	95,50	124,00	20,40
A10	11	ALLAINVILLE	A85	-	VEIGNE	25,40	41,40	64,80	81,80	15,40
A10	11	ALLAINVILLE	A4	31	VERDUN	49,70	75,30	123,70	159,30	27,60
A10	11	ALLAINVILLE	A71	6	VIERZON EST	15,60	24,80	40,20	51,80	9,80
A10	11	ALLAINVILLE	A71	5	VIERZON NORD	15,50	24,70	38,70	51,10	9,70
A10	11	ALLAINVILLE	A5	23	VILLE SOUS LA FERTE	35,50	53,30	89,30	114,90	18,80
A10	11	ALLAINVILLE	A6	31.1	VILLEFRANCHE NORD	50,10	75,40	124,50	162,90	27,80
A10	11	ALLAINVILLE	A6	-	VILLEFRANCHE-LIMAS	53,70	81,30	131,90	173,50	29,50
A10	11	ALLAINVILLE	A6	31.2	VILLEFRANCHE-VILLE	50,60	76,90	125,20	163,90	28,10
