Gare d'entrée	Gare de sortie	Distance	Catégorie 1	Catégorie 2	Catégorie 3	Catégorie 4	Catégorie 5
ALLAINES	RIOM	310,20	29,70	47,30	73,30	97,50	18,10
ALLAINES	ROBECOURT	359,88	39,40	59,10	95,40	128,10	21,40
ALLAINES	SAINT GENIS	488,44	48,40	73,20	115,90	155,20	26,80
ALLAINES	SAINT MAURICE	500,42	53,70	81,30	131,80	177,90	30,30
ALLAINES	SAINT THIBAULT	214,42	29,10	42,90	70,90	93,90	15,40
ALLAINES	SEURRE	337,72	40,00	60,10	96,70	129,60	21,70
ALLAINES	SOIRANS	365,47	41,50	62,80	101,20	134,30	22,90
ALLAINES	ST AMAND-MONTROND	186,55	19,40	31,30	48,20	63,50	12,00
ALLAINES	ST MARTIN-DU-FRESNE	471,98	52,20	79,40	126,40	170,60	29,50
ALLAINES	ST-DENIS-LES-SENS	142,56	23,60	34,60	57,10	74,10	11,90
ALLAINES	ST-GERMAIN-LAXIS	204,50	28,60	42,20	68,90	91,00	15,00
ALLAINES	SYLANS	481,55	52,80	80,30	128,00	172,50	29,80
ALLAINES	THENNELIERES	226,52	30,20	44,70	72,30	95,80	16,10
ALLAINES	TIL CHATEL	354,52	39,30	58,00	95,20	127,80	21,20
ALLAINES	TORVILLIERS	198,34	28,60	42,20	69,20	91,30	15,00
ALLAINES	TOURNUS	362,42	41,70	62,70	101,00	134,60	22,80
ALLAINES	URY	168,19	25,60	37,30	61,50	79,80	13,00
ALLAINES	VAL DE SAONE	508,79	50,80	75,30	122,50	164,50	27,90
ALLAINES	VILLE SOUS LAFERTE	268,32	32,90	48,80	80,30	106,60	17,40
ALLAINES	VILLEFRANCHE-LIMAS	464,22	51,10	76,80	122,90	165,20	28,10
ALLAINES	VILLEFRANCHE-NORD	428,47	47,50	70,90	115,50	154,60	26,40
ALLAINES	VILLEFRANCHE-VILLE	433,77	48,00	72,40	116,20	155,60	26,70
ALLAINES	VILLENEUVE-DONDAGRE	129,55	22,50	32,80	54,60	71,00	11,30
ALLAINES	VIRIAT	430,44	46,90	70,60	113,30	152,50	26,50
ALLAINES	VULAINES	171,30	26,60	38,40	63,20	83,10	13,30
ALLAINVILLE	AMBERIEU	491,21	53,10	80,50	131,00	172,20	29,50
ALLAINVILLE	ARLAY	431,72	48,00	73,10	120,90	157,40	26,20
ALLAINVILLE	AUXERRE NORD	189,22	28,30	42,10	71,00	89,20	14,30
ALLAINVILLE	AUXERRE SUD	200,92	28,30	42,10	71,00	89,20	14,30
ALLAINVILLE	AVALLON	245,02	31,90	47,90	80,70	103,10	17,00
ALLAINVILLE	BALAN	515,24	54,00	82,20	133,40	175,20	30,10
ALLAINVILLE	BAUME-LES-DAMES	471,72	50,80	77,40	126,50	166,40	28,30
ALLAINVILLE	BEAUNE NORD	336,67	39,50	59,90	99,10	127,60	21,40
ALLAINVILLE	BEAUNE SUD	342,42	40,70	61,30	101,30	131,20	22,00
ALLAINVILLE	BEAUPONT	475,42	51,00	77,70	127,90	167,60	28,40
ALLAINVILLE	BEAUREPAIRE	447,12	49,10	74,70	122,80	161,40	26,90
ALLAINVILLE	BELLEVILLE S/SAONE	448,12	49,20	74,60	121,50	159,20	26,90
ALLAINVILLE	BERSAILLIN	427,13	47,80	71,90	119,50	156,00	26,10
ALLAINVILLE	BESANCON EST	452,64	48,20	74,10	121,70	159,90	26,70
ALLAINVILLE	BESANCON NORD	438,02	48,20	73,10	120,20	157,30	26,30
ALLAINVILLE	BESANCON OUEST	428,62	48,20	72,70	119,70	156,30	26,20
ALLAINVILLE	BEYNOST	529,40	56,20	85,90	138,90	183,20	31,70
ALLAINVILLE	BIERRE-LES-SEMUR	270,92	33,80	50,30	84,70	108,70	17,90
ALLAINVILLE	BOURG NORD	449,01	49,40	75,00	121,70	159,90	27,30
ALLAINVILLE	BOURG SUD	469,44	50,50	77,10	125,40	164,40	28,40
ALLAINVILLE	BULGNEVILLE	402,47	43,50	65,50	107,40	140,70	23,40
ALLAINVILLE	CHALON NORD	364,52	42,90	64,90	105,80	137,80	23,20
ALLAINVILLE	CHALON SUD	370,72	42,90	64,90	105,80	137,80	23,20
ALLAINVILLE	CHATENOIS	412,62	43,80	66,20	108,90	142,40	23,90
ALLAINVILLE	CHATILLON-LABORDE	225,84	31,20	46,70	77,90	99,30	16,40
ALLAINVILLE	CHAUMONT-SEMOUTIERS	320,09	37,00	55,60	92,80	120,10	19,70
ALLAINVILLE	CHOISEY	393,83	44,90	68,00	111,90	146,00	24,40
ALLAINVILLE	CLERMONT-BARRIERE	363,18	36,40	56,90	89,10	119,60	21,60
ALLAINVILLE	COLOMBEY-LES-BELLES	441,32	46,30	69,70	114,60	151,00	25,00
ALLAINVILLE	COMBRONDE	325,96	32,20	50,20	78,60	104,90	19,20
ALLAINVILLE	COURTENAY	146,91	24,20	35,80	61,30	76,00	12,10
ALLAINVILLE	DIJON SUD	372,32	43,10	65,30	107,00	139,20	23,30
ALLAINVILLE	DIJON-ARC S/TILLE	387,48	44,50	67,50	110,50	143,80	24,20
ALLAINVILLE	DIJON-CRIMOLOIS	419,82	43,70	65,90	109,30	141,50	23,90
ALLAINVILLE	DOLE	396,02	44,90	68,00	111,90	146,00	24,40
ALLAINVILLE	FEILLENS	424,10	46,90	71,80	117,40	153,80	26,00
ALLAINVILLE	FLEURY-EN-BIERE	213,34	29,70	44,60	74,50	94,00	15,30
ALLAINVILLE	FONTAINEBLEAU	187,91	27,40	40,80	69,20	86,20	13,90
ALLAINVILLE	FORET DE TRONCAIS	244,35	25,20	40,20	62,00	81,70	15,40
ALLAINVILLE	FORGES	208,57	29,00	42,90	72,20	91,50	14,60
ALLAINVILLE	GANNAT	323,97	32,10	50,10	77,70	104,30	19,20
ALLAINVILLE	GENDREY	412,60	45,90	69,70	115,00	150,70	25,30
ALLAINVILLE	GERZAT-VILLE	344,82	33,50	52,80	81,60	108,10	20,20
ALLAINVILLE	GROISSIAT	520,47	56,60	86,40	140,80	185,50	31,90
ALLAINVILLE	GYE	454,93	48,40	72,60	118,50	155,90	26,10
ALLAINVILLE	JOIGNY	163,42	25,60	37,90	64,50	80,50	12,90
ALLAINVILLE	L ISLE-S/LE-DOUBS	489,02	52,20	79,30	129,60	170,50	28,90
ALLAINVILLE	LA BOISSE	541,05	57,60	87,90	142,60	188,20	32,50
ALLAINVILLE	LA BOISSE - MONTLUEL	519,52	55,50	84,20	134,50	176,80	31,10
ALLAINVILLE	LA COTIERE	525,48	56,10	85,20	138,30	180,70	31,60
ALLAINVILLE	LA CROIX-CHALON	505,87	55,00	84,00	136,90	180,50	30,90
ALLAINVILLE	LANGRES NORD	346,42	39,00	58,10	95,50	124,60	20,80
ALLAINVILLE	LANGRES SUD	353,07	39,70	59,40	97,90	127,00	21,40
ALLAINVILLE	LE MIROIR	462,26	50,10	76,00	125,00	163,50	27,70
ALLAINVILLE	LES EPRUNES	249,44	32,20	48,60	81,40	104,50	17,20
ALLAINVILLE	MACON NORD	416,52	46,80	71,10	115,60	151,20	25,60
ALLAINVILLE	MACON SUD	426,85	47,70	72,50	117,80	154,10	26,10
ALLAINVILLE	MAGNANT	269,25	34,10	50,90	84,60	109,30	17,90
ALLAINVILLE	MAROLLES-SUR-SEINE	201,05	29,00	42,90	72,20	91,50	14,60
ALLAINVILLE	MONTIGNY-LE-ROI	366,52	40,60	60,40	100,10	130,60	21,80
ALLAINVILLE	MONTLUCON	269,28	27,40	43,50	66,80	88,90	16,50
ALLAINVILLE	MONTMARAULT	281,88	28,70	45,40	70,80	94,30	17,20
ALLAINVILLE	NEMOURS	184,96	27,40	40,80	69,20	86,20	13,90
ALLAINVILLE	NITRY	225,72	30,20	45,10	75,70	96,80	15,60
ALLAINVILLE	NUITS-ST-GEORGES	354,82	41,40	62,80	103,80	134,50	22,50
ALLAINVILLE	PEROUGES	508,67	54,00	82,20	133,40	175,20	30,10
ALLAINVILLE	PONT D AIN	483,85	51,70	79,10	129,50	169,70	29,00
ALLAINVILLE	POUILLY-EN-AUXOIS	300,02	37,10	56,00	92,60	120,40	19,70
ALLAINVILLE	REPLONGES	427,37	46,90	71,80	117,40	153,80	26,00
ALLAINVILLE	RIOM	338,80	33,30	52,70	81,30	107,90	20,00
ALLAINVILLE	ROBECOURT	388,48	42,00	63,60	104,40	136,40	22,80
ALLAINVILLE	SAINT GENIS	517,04	51,00	77,70	124,90	163,50	28,20
ALLAINVILLE	SAINT MAURICE	529,02	56,30	85,80	140,80	186,20	31,70
ALLAINVILLE	SAINT THIBAULT	243,02	31,70	47,40	79,90	102,20	16,80
ALLAINVILLE	SEURRE	366,32	42,60	64,60	105,70	137,90	23,10
ALLAINVILLE	SOIRANS	394,07	44,10	67,30	110,20	142,60	24,30
ALLAINVILLE	ST AMAND-MONTROND	215,15	23,00	36,70	56,20	73,90	13,90
ALLAINVILLE	ST MARTIN-DU-FRESNE	500,58	54,80	83,90	135,40	178,90	30,90
ALLAINVILLE	ST-DENIS-LES-SENS	171,16	26,20	39,10	66,10	82,40	13,30
ALLAINVILLE	ST-GERMAIN-LAXIS	233,10	31,20	46,70	77,90	99,30	16,40
ALLAINVILLE	SYLANS	510,15	55,40	84,80	137,00	180,80	31,20
ALLAINVILLE	THENNELIERES	255,12	32,80	49,20	81,30	104,10	17,50
ALLAINVILLE	TIL CHATEL	383,12	41,90	62,50	104,20	136,10	22,60
ALLAINVILLE	TORVILLIERS	226,94	31,20	46,70	78,20	99,60	16,40
ALLAINVILLE	TOURNUS	391,02	44,30	67,20	110,00	142,90	24,20
ALLAINVILLE	URY	196,79	28,20	41,80	70,50	88,10	14,40
ALLAINVILLE	VAL DE SAONE	537,39	53,40	79,80	131,50	172,80	29,30
ALLAINVILLE	VILLE SOUS LAFERTE	296,92	35,50	53,30	89,30	114,90	18,80
ALLAINVILLE	VILLEFRANCHE-LIMAS	492,82	53,70	81,30	131,90	173,50	29,50
ALLAINVILLE	VILLEFRANCHE-NORD	457,07	50,10	75,40	124,50	162,90	27,80
ALLAINVILLE	VILLEFRANCHE-VILLE	462,37	50,60	76,90	125,20	163,90	28,10
ALLAINVILLE	VILLENEUVE-DONDAGRE	158,15	25,10	37,30	63,60	79,30	12,70
ALLAINVILLE	VIRIAT	459,04	49,50	75,10	122,30	160,80	27,90
ALLAINVILLE	VULAINES	199,90	29,20	42,90	72,20	91,40	14,70
AMBERIEU	ALLAINES	462,61	50,50	76,00	122,00	163,90	28,10
AMBERIEU	ALLAINVILLE	491,21	53,10	80,50	131,00	172,20	29,50
AMBERIEU	AMBOISE CH.RENAULT	539,81	59,30	89,30	142,40	191,10	33,40
AMBERIEU	ARLAY	101,49	9,50	14,70	23,20	31,20	5,70
AMBERIEU	ARTENAY	449,21	49,50	74,30	119,80	160,90	27,30
AMBERIEU	AUXERRE NORD	301,99	25,20	39,20	60,80	82,40	15,30
AMBERIEU	AUXERRE SUD	290,29	25,20	39,20	60,80	82,40	15,30
AMBERIEU	AUXY	393,11	37,20	57,30	91,10	122,50	21,70
AMBERIEU	AVALLON	246,19	20,30	32,10	49,70	67,30	12,00
AMBERIEU	BALAN	24,03	1,50	2,70	3,90	5,60	0,90
AMBERIEU	BAUME-LES-DAMES	231,69	19,50	30,30	47,80	66,30	11,50
AMBERIEU	BEAUMONT	585,85	51,40	76,00	125,70	170,50	30,40
AMBERIEU	BEAUNE NORD	154,54	12,60	20,30	31,20	42,60	7,70
AMBERIEU	BEAUNE SUD	148,79	12,10	19,60	30,10	41,20	7,30
AMBERIEU	BEAUPONT	57,79	5,70	9,00	13,20	18,20	3,30
AMBERIEU	BEAUREPAIRE	86,09	7,90	12,20	19,60	26,30	4,90
AMBERIEU	BELLEGARDE	57,41	7,40	11,70	18,60	25,50	4,40
AMBERIEU	BERSAILLIN	115,49	10,30	16,20	24,90	34,20	6,20
AMBERIEU	BESANCON EST	212,61	17,50	27,50	43,10	59,20	10,40
AMBERIEU	BESANCON NORD	197,99	17,50	27,10	42,60	59,10	10,30
AMBERIEU	BESANCON OUEST	188,59	17,10	26,60	41,50	57,50	10,10
AMBERIEU	BEYNOST	38,19	3,70	5,50	8,00	11,30	1,90
AMBERIEU	BIERRE-LES-SEMUR	220,29	17,70	28,40	43,40	59,50	10,70
AMBERIEU	BLERE	616,51	66,30	100,60	161,40	212,90	37,00
AMBERIEU	BLOIS	510,11	56,40	85,10	136,90	182,70	31,40
AMBERIEU	BOURG NORD	42,20	4,20	6,30	9,70	13,10	2,30
AMBERIEU	BOURG SUD	21,77	2,40	3,90	6,00	7,90	1,30
AMBERIEU	BOURGES (LIM.CONC.)	571,11	62,90	95,70	153,80	204,10	35,30
AMBERIEU	BULGNEVILLE	310,49	25,60	37,40	64,70	88,80	15,20
AMBERIEU	CHALON NORD	126,69	10,50	16,50	25,00	33,60	6,20
AMBERIEU	CHALON SUD	120,49	10,50	16,50	25,00	33,60	6,20
AMBERIEU	CHALONS LA VEUVE	441,05	38,70	57,10	97,40	132,20	23,10
AMBERIEU	CHALONS MOURMELON	449,45	38,70	57,40	97,80	134,80	23,40
AMBERIEU	CHARMONT (LIM.CONC)	362,55	31,80	46,50	79,20	110,30	18,90
AMBERIEU	CHATEAU-THIERRY	520,75	46,90	68,70	114,10	157,20	27,70
AMBERIEU	CHATENOIS	320,64	25,70	37,80	66,10	91,20	15,50
AMBERIEU	CHATILLON-LABORDE	424,40	35,10	55,40	86,10	118,20	21,20
AMBERIEU	CHAUMONT-SEMOUTIERS	267,77	23,20	32,90	58,20	79,40	13,80
AMBERIEU	CHEMERY	575,91	62,40	94,70	150,70	202,00	34,60
AMBERIEU	CHOISEY	139,38	13,00	20,20	31,30	42,90	7,70
AMBERIEU	CLERMONT EN ARGONNE	500,25	42,50	63,10	105,10	143,70	25,70
AMBERIEU	CLERMONT-BARRIERE	760,59	79,70	121,20	194,60	260,90	45,00
AMBERIEU	COLOMBEY-LES-BELLES	349,34	29,00	41,90	72,80	100,70	17,00
AMBERIEU	COMBRONDE	723,37	75,50	114,50	184,10	246,20	42,60
AMBERIEU	COURTENAY	344,72	29,50	46,10	70,50	96,30	17,70
AMBERIEU	DIJON SUD	183,29	14,40	24,00	36,90	50,30	9,30
AMBERIEU	DIJON-ARC S/TILLE	181,90	15,80	22,00	40,20	55,20	9,50
AMBERIEU	DIJON-CRIMOLOIS	179,79	15,70	23,70	38,40	51,90	9,40
AMBERIEU	DOLE	155,99	13,00	20,20	31,30	43,30	7,70
AMBERIEU	DORMANS	495,15	44,50	65,30	109,00	149,40	26,40
AMBERIEU	EGLETONS	844,12	88,30	134,50	211,90	286,10	50,40
AMBERIEU	ELOISE	66,11	8,70	13,90	21,60	29,90	5,30
AMBERIEU	ESCRENNES	416,21	40,70	63,00	101,80	134,70	23,50
AMBERIEU	ESVRES	630,31	67,60	102,70	164,80	217,70	37,90
AMBERIEU	FEILLENS	67,11	5,90	9,40	14,90	20,60	3,70
AMBERIEU	FLEURY-EN-BIERE	411,15	36,00	55,50	87,00	116,90	21,50
AMBERIEU	FONTAINEBLEAU	385,72	32,00	50,20	78,10	107,40	19,50
AMBERIEU	FONTENAY /LOING	370,71	34,10	51,60	80,30	109,60	19,80
AMBERIEU	FORET DE TRONCAIS	641,76	68,50	104,50	167,50	223,00	38,80
AMBERIEU	FORGES	407,13	32,90	51,50	80,60	111,00	19,90
AMBERIEU	FRESNES EN WOEVRE	540,55	46,70	69,60	115,70	157,50	28,10
AMBERIEU	GANNAT	721,38	75,40	114,40	183,20	245,60	42,60
AMBERIEU	GENDREY	172,57	14,70	22,40	34,80	49,00	8,40
AMBERIEU	GERZAT-VILLE	742,23	76,80	117,10	187,10	249,40	43,60
AMBERIEU	GONDREVILLE A77/N	377,91	35,30	53,90	84,10	113,20	20,30
AMBERIEU	GONDREVILLE A77/S	424,66	39,30	59,90	93,90	126,60	22,70
AMBERIEU	GROISSIAT	50,98	5,70	9,30	14,70	20,30	3,50
AMBERIEU	GYE	362,95	29,80	43,30	74,80	102,80	17,60
AMBERIEU	JARNY	563,05	48,20	72,30	118,20	159,30	29,10
AMBERIEU	JOIGNY	327,79	26,40	41,40	65,50	89,90	16,10
AMBERIEU	L ISLE-S/LE-DOUBS	248,99	21,10	33,10	51,50	71,20	12,40
AMBERIEU	LA BOISSE	49,84	5,10	7,10	12,10	16,80	3,00
AMBERIEU	LA BOISSE - MONTLUEL	28,31	3,00	4,30	6,70	9,30	1,40
AMBERIEU	LA COTIERE	34,27	3,40	5,30	7,80	11,10	1,70
AMBERIEU	LA CROIX-CHALON	36,38	4,30	6,80	10,60	14,60	2,50
AMBERIEU	LA FOLIE-B/PARIS	527,31	57,70	85,90	141,20	186,80	32,40
AMBERIEU	LAMOTTE-BEUVRON	499,41	55,10	82,90	133,30	178,60	30,80
AMBERIEU	LANGRES NORD	254,44	21,10	30,90	53,70	74,00	12,60
AMBERIEU	LANGRES SUD	234,79	19,90	28,70	49,80	68,50	11,80
AMBERIEU	LE MIROIR	70,95	6,60	10,00	15,40	21,30	3,80
AMBERIEU	LES EPRUNES	448,00	36,30	56,60	89,40	122,60	22,00
AMBERIEU	MACON CENTRE	69,84	5,90	9,40	14,90	20,60	3,70
AMBERIEU	MACON NORD	74,69	6,10	10,40	15,30	20,90	3,90
AMBERIEU	MAGNANT	318,61	26,70	39,30	67,10	91,80	16,30
AMBERIEU	MANZAT	735,12	76,70	117,30	186,90	249,80	43,60
AMBERIEU	MAROLLES-SUR-SEINE	399,61	32,90	51,50	80,60	111,00	19,90
AMBERIEU	MER	492,91	55,00	82,00	131,50	176,10	30,60
AMBERIEU	MEUNG SUR LOIRE	476,41	52,90	79,30	126,30	170,20	29,30
AMBERIEU	MONT CHOISY	421,25	36,70	54,40	92,80	127,50	22,10
AMBERIEU	MONTIGNY-LE-ROI	274,54	22,20	32,50	58,40	79,70	13,30
AMBERIEU	MONTLUCON	666,69	70,70	107,80	172,30	230,20	39,90
AMBERIEU	MONTMARAULT	679,29	72,00	109,70	176,30	235,60	40,60
AMBERIEU	MONTREUIL (REIMS)	541,25	49,20	71,70	118,40	160,90	28,80
AMBERIEU	MONTREUIL AUX LIONS	567,55	51,20	74,70	123,20	167,80	30,10
AMBERIEU	NEMOURS	382,77	32,00	50,20	78,10	107,40	19,50
AMBERIEU	NITRY	265,49	21,60	34,10	52,80	72,20	13,10
AMBERIEU	NUITS-ST-GEORGES	165,79	13,40	21,60	33,30	45,40	8,20
AMBERIEU	OLIVET	467,11	51,70	77,70	124,80	166,60	28,80
AMBERIEU	ORLEANS-CENTRE	460,71	51,00	76,80	123,00	164,20	28,20
AMBERIEU	ORLEANS-NORD	454,71	50,20	75,40	121,00	162,50	27,80
AMBERIEU	PEROUGES	17,46	1,50	2,70	3,90	5,60	0,90
AMBERIEU	PONT D AIN	7,36	0,80	1,10	1,80	2,80	0,40
AMBERIEU	POUILLY-EN-AUXOIS	191,19	15,60	24,20	37,30	51,00	9,50
AMBERIEU	REIMS EST (TAISSY)	468,25	42,10	61,70	104,40	142,40	24,70
AMBERIEU	REIMS NORD (ORMES)	474,85	43,10	63,40	106,10	145,80	25,10
AMBERIEU	REIMS OUEST (THILLOIS)	481,45	43,70	64,10	106,70	146,70	25,60
AMBERIEU	REIMS SUD	467,25	41,90	61,20	103,40	141,20	24,60
AMBERIEU	REPLONGES	63,84	5,90	9,40	14,90	20,60	3,70
AMBERIEU	RIOM	736,21	76,60	117,00	186,80	249,20	43,40
AMBERIEU	ROBECOURT	296,50	22,60	34,40	61,70	84,10	14,10
AMBERIEU	SAINT GENIS	53,81	4,70	7,00	11,00	15,10	2,90
AMBERIEU	SAINT MAURICE	288,99	25,60	39,30	62,50	85,60	15,10
AMBERIEU	SAINT THIBAULT	344,84	29,50	43,90	74,50	103,60	17,80
AMBERIEU	SALBRIS	518,11	56,70	85,90	137,60	184,90	31,60
AMBERIEU	SAVIGNY /CLAIRIS	345,51	29,10	44,90	70,00	96,60	17,50
AMBERIEU	SEURRE	166,89	14,00	21,80	34,30	47,80	8,10
AMBERIEU	SOIRANS	158,19	14,00	22,10	34,40	47,30	8,60
AMBERIEU	SOMMESOUS	399,95	34,80	51,40	87,40	120,80	20,80
AMBERIEU	ST AMAND-MONTROND	612,56	66,30	101,00	161,70	215,20	37,30
AMBERIEU	ST ETIENNE AU TEMPLE	449,45	38,70	57,40	97,80	134,80	23,40
AMBERIEU	ST GERMAIN LES VERGNE	888,12	93,00	142,50	223,90	302,70	53,50
AMBERIEU	ST GIBRIEN	428,65	37,50	55,50	94,30	130,00	22,50
AMBERIEU	ST HILAIRE	349,71	29,90	46,20	72,40	99,50	17,90
AMBERIEU	ST JULIEN SANCY	778,12	81,00	124,10	196,90	263,20	46,30
AMBERIEU	ST MARTIN-DU-FRESNE	31,09	3,70	5,70	9,00	12,50	2,00
AMBERIEU	ST ROMAIN SUR CHER	587,11	63,30	96,30	153,30	205,90	35,20
AMBERIEU	ST-DENIS-LES-SENS	369,72	30,60	48,30	74,80	102,80	17,80
AMBERIEU	ST-GERMAIN-LAXIS	431,66	35,10	55,40	86,10	118,20	21,20
AMBERIEU	STE MENEHOULD	482,45	40,70	60,80	103,00	141,60	24,90
AMBERIEU	SYLANS	40,66	4,80	7,30	11,80	16,30	2,70
AMBERIEU	THENNELIERES	348,76	29,90	43,70	75,00	104,50	17,70
AMBERIEU	TIL CHATEL	204,74	17,50	24,80	43,50	60,20	10,30
AMBERIEU	TORVILLIERS	360,92	30,10	44,00	74,50	103,70	17,80
AMBERIEU	TOURNUS	100,19	8,40	13,40	20,10	27,70	5,10
AMBERIEU	TOURS-C/MONNAIE	568,01	63,50	94,80	151,00	202,30	35,70
AMBERIEU	TULLE EST	862,12	90,50	138,50	217,50	291,20	51,70
AMBERIEU	TULLE NORD	870,12	91,10	139,50	218,30	295,70	52,00
AMBERIEU	URY	394,60	32,00	50,20	78,10	108,10	19,50
AMBERIEU	USSEL EST	802,12	83,60	128,40	202,90	271,90	47,60
AMBERIEU	USSEL OUEST	819,12	85,60	131,00	207,00	278,20	48,80
